split,file,lpips
val,2157.tif,0.368416
val,2158.tif,0.290643
val,2159.tif,0.325074
val,216.tif,0.36099
val,2160.tif,0.296251
val,2161.tif,0.275036
val,2162.tif,0.39116
val,2163.tif,0.348252
val,2164.tif,0.445576
val,2165.tif,0.401728
val,2166.tif,0.384427
val,2167.tif,0.326671
val,2168.tif,0.398973
val,2169.tif,0.36323
val,217.tif,0.391632
val,2170.tif,0.423642
val,2171.tif,0.379062
val,2172.tif,0.312019
val,2173.tif,0.326109
val,2174.tif,0.398494
val,2175.tif,0.655586
val,2176.tif,0.386278
val,2177.tif,0.29517
val,2178.tif,0.276188
val,2179.tif,0.322103
val,218.tif,0.352052
val,2180.tif,0.330281
val,2181.tif,0.27251
val,2182.tif,0.302148
val,2183.tif,0.356218
val,2184.tif,0.318963
val,2185.tif,0.352792
val,2186.tif,0.388638
val,2187.tif,0.299469
val,2188.tif,0.309012
val,2189.tif,0.278487
val,219.tif,0.367188
val,2190.tif,0.314071
val,2191.tif,0.326827
val,2192.tif,0.290548
val,2193.tif,0.342304
val,2194.tif,0.354143
val,2195.tif,0.394271
val,2196.tif,0.278941
val,2197.tif,0.348153
val,2198.tif,0.331416
val,2199.tif,0.282503
val,22.tif,0.408562
val,220.tif,0.399638
val,2200.tif,0.274239
val,2201.tif,0.395857
val,2202.tif,0.345442
val,2203.tif,0.269824
val,2204.tif,0.354932
val,2205.tif,0.39074
val,2206.tif,0.295413
val,2207.tif,0.302184
val,2208.tif,0.316512
val,2209.tif,0.640458
val,221.tif,0.360254
val,2210.tif,0.418601
val,2211.tif,0.435411
val,2212.tif,0.302963
val,2213.tif,0.303111
val,2214.tif,0.330734
val,2215.tif,0.386143
val,2216.tif,0.346056
val,2217.tif,0.334377
val,2218.tif,0.345163
val,2219.tif,0.361723
val,222.tif,0.34238
val,2220.tif,0.347489
val,2221.tif,0.344869
val,2222.tif,0.504109
val,2223.tif,0.288729
val,2224.tif,0.338484
val,2225.tif,0.333425
val,2226.tif,0.337102
val,2227.tif,0.344724
val,2228.tif,0.288647
val,2229.tif,0.33306
val,223.tif,0.353305
val,2230.tif,0.301664
val,2231.tif,0.442314
val,2232.tif,0.303293
val,2233.tif,0.341874
val,2234.tif,0.322546
val,2235.tif,0.369923
val,2236.tif,0.336183
val,2237.tif,0.318923
val,2238.tif,0.27905
val,2239.tif,0.316906
val,224.tif,0.368521
val,2240.tif,0.34725
val,2241.tif,0.328432
val,2242.tif,0.357562
val,2243.tif,0.379647
val,2244.tif,0.364805
val,2245.tif,0.40807
val,2246.tif,0.373927
val,2247.tif,0.264312
val,2248.tif,0.314864
val,2249.tif,0.402478
val,225.tif,0.339458
val,2250.tif,0.30174
val,2251.tif,0.333143
val,2252.tif,0.271928
val,2253.tif,0.262736
val,2254.tif,0.366999
val,2255.tif,0.26522
val,2256.tif,0.322828
val,2257.tif,0.304008
val,2258.tif,0.277034
val,2259.tif,0.392189
val,226.tif,0.310902
val,2260.tif,0.287232
val,2261.tif,0.357225
val,2262.tif,0.286889
val,2263.tif,0.265275
val,2264.tif,0.29872
val,2265.tif,0.259099
val,2266.tif,0.271966
val,2267.tif,0.40194
val,2268.tif,0.314576
val,2269.tif,0.409041
val,227.tif,0.357284
val,2270.tif,0.381143
val,2271.tif,0.376679
val,2272.tif,0.37542
val,2273.tif,0.366246
val,2274.tif,0.355949
val,2275.tif,0.327911
val,2276.tif,0.323673
val,2277.tif,0.282172
val,2278.tif,0.311872
val,2279.tif,0.330512
val,228.tif,0.409664
val,2280.tif,0.307253
val,2281.tif,0.278915
val,2282.tif,0.287598
val,2283.tif,0.352519
val,2284.tif,0.293553
val,2285.tif,0.355144
val,2286.tif,0.403219
val,2287.tif,0.297557
val,2288.tif,0.317153
val,2289.tif,0.354937
val,229.tif,0.478399
val,2290.tif,0.259519
val,2291.tif,0.342175
val,2292.tif,0.439511
val,2293.tif,0.391538
val,2294.tif,0.320601
val,2295.tif,0.367212
val,2296.tif,0.266608
val,2297.tif,0.312698
val,2298.tif,0.341736
val,2299.tif,0.232161
val,23.tif,0.308166
val,230.tif,0.401349
val,2300.tif,0.351402
val,2301.tif,0.349861
val,2302.tif,0.241183
val,2303.tif,0.257005
val,2304.tif,0.328722
val,2305.tif,0.354396
val,2306.tif,0.416747
val,2307.tif,0.311048
val,2308.tif,0.423315
val,2309.tif,0.392417
val,231.tif,0.359482
val,2310.tif,0.362541
val,2311.tif,0.387334
val,2312.tif,0.254736
val,2313.tif,0.311028
val,2314.tif,0.317362
val,2315.tif,0.317917
val,2316.tif,0.310871
val,2317.tif,0.318324
val,2318.tif,0.287852
val,2319.tif,0.297957
val,232.tif,0.360913
val,2320.tif,0.300249
val,2321.tif,0.365296
val,2322.tif,0.360192
val,2323.tif,0.391102
val,2324.tif,0.254693
val,2325.tif,0.293946
val,2326.tif,0.282644
val,2327.tif,0.38811
val,2328.tif,0.381163
val,2329.tif,0.341341
val,233.tif,0.329976
val,2330.tif,0.353489
val,2331.tif,0.312611
val,2332.tif,0.334579
val,2333.tif,0.393787
val,2334.tif,0.29334
val,2335.tif,0.389335
val,2336.tif,0.354233
val,2337.tif,0.325703
val,2338.tif,0.342698
val,2339.tif,0.265949
val,234.tif,0.361546
val,2340.tif,0.30747
val,2341.tif,0.316162
val,2342.tif,0.335572
val,2343.tif,0.307037
val,2344.tif,0.376297
val,2345.tif,0.312948
val,2346.tif,0.352113
val,2347.tif,0.370197
val,2348.tif,0.267484
val,2349.tif,0.33097
val,235.tif,0.35207
val,2350.tif,0.369785
val,2351.tif,0.306401
val,2352.tif,0.294802
val,2353.tif,0.340501
val,2354.tif,0.327934
val,2355.tif,0.296818
val,2356.tif,0.346537
val,2357.tif,0.366856
val,2358.tif,0.279224
val,2359.tif,0.320527
val,236.tif,0.326193
val,2360.tif,0.37473
val,2361.tif,0.350511
val,2362.tif,0.31443
val,2363.tif,0.272077
val,2364.tif,0.292362
val,2365.tif,0.324607
val,2366.tif,0.341204
val,2367.tif,0.394544
val,2368.tif,0.308244
val,2369.tif,0.254096
val,237.tif,0.387995
val,2370.tif,0.313039
val,2371.tif,0.347279
val,2372.tif,0.278667
val,2373.tif,0.342082
val,2374.tif,0.411859
val,2375.tif,0.328858
val,2376.tif,0.346797
val,2377.tif,0.295606
val,2378.tif,0.433893
val,2379.tif,0.342131
val,238.tif,0.395034
val,2380.tif,0.340475
val,2381.tif,0.291896
val,2382.tif,0.33382
val,2383.tif,0.337582
val,2384.tif,0.325405
val,2385.tif,0.294733
val,2386.tif,0.307486
val,2387.tif,0.307204
val,2388.tif,0.336841
val,2389.tif,0.312983
val,239.tif,0.374848
val,2390.tif,0.420649
val,2391.tif,0.348398
val,2392.tif,0.328229
val,2393.tif,0.397552
val,2394.tif,0.37053
val,2395.tif,0.294985
val,2396.tif,0.319638
val,2397.tif,0.338038
val,2398.tif,0.331707
val,2399.tif,0.339563
val,24.tif,0.33022
val,240.tif,0.413862
val,2400.tif,0.312454
val,2401.tif,0.308432
val,2402.tif,0.28897
val,2403.tif,0.320378
val,2404.tif,0.268346
val,2405.tif,0.307128
val,2406.tif,0.320424
val,2407.tif,0.279865
val,2408.tif,0.340605
val,2409.tif,0.27273
val,241.tif,0.280522
val,2410.tif,0.291671
val,2411.tif,0.283998
val,2412.tif,0.294729
val,2413.tif,0.363995
val,2414.tif,0.44375
val,2415.tif,0.321893
val,2416.tif,0.332207
val,2417.tif,0.347585
val,2418.tif,0.271214
val,2419.tif,0.320911
val,242.tif,0.37763
val,2420.tif,0.418313
val,2421.tif,0.364209
val,2422.tif,0.302391
val,2423.tif,0.272123
val,2424.tif,0.269904
val,2425.tif,0.393635
val,2426.tif,0.320339
val,2427.tif,0.372157
val,2428.tif,0.369379
val,2429.tif,0.354075
val,243.tif,0.194382
val,2430.tif,0.321748
val,2431.tif,0.351841
val,2432.tif,0.304087
val,2433.tif,0.290999
val,2434.tif,0.365799
val,2435.tif,0.300368
val,2436.tif,0.393426
val,2437.tif,0.3207
val,2438.tif,0.410966
val,2439.tif,0.339723
val,244.tif,0.349266
val,2440.tif,0.288422
val,2441.tif,0.336943
val,2442.tif,0.396538
val,2443.tif,0.283283
val,2444.tif,0.361376
val,2445.tif,0.367477
val,2446.tif,0.339282
val,2447.tif,0.306152
val,2448.tif,0.380309
val,2449.tif,0.270242
val,245.tif,0.289195
val,2450.tif,0.315409
val,2451.tif,0.346779
val,2452.tif,0.355478
val,2453.tif,0.309349
val,2454.tif,0.314013
val,2455.tif,0.340542
val,2456.tif,0.342546
val,2457.tif,0.346044
val,2458.tif,0.267373
val,2459.tif,0.341754
val,246.tif,0.341753
val,2460.tif,0.285766
val,2461.tif,0.341824
val,2462.tif,0.343251
val,2463.tif,0.319845
val,2464.tif,0.281651
val,2465.tif,0.305044
val,2466.tif,0.332085
val,2467.tif,0.337045
val,2468.tif,0.358178
val,2469.tif,0.294559
val,247.tif,0.412777
val,2470.tif,0.20996
val,2471.tif,0.275201
val,2472.tif,0.352972
val,2473.tif,0.252635
val,2474.tif,0.450424
val,2475.tif,0.333625
val,2476.tif,0.339171
val,2477.tif,0.332604
val,2478.tif,0.317539
val,2479.tif,0.345899
val,248.tif,0.475637
val,2480.tif,0.375006
val,2481.tif,0.316218
val,2482.tif,0.324472
val,2483.tif,0.311973
val,2484.tif,0.269403
val,2485.tif,0.317589
val,2486.tif,0.327393
val,2487.tif,0.437297
val,2488.tif,0.303882
val,2489.tif,0.34067
val,249.tif,0.44585
val,2490.tif,0.344511
val,2491.tif,0.284793
val,2492.tif,0.337861
val,2493.tif,0.333395
val,2494.tif,0.275765
val,2495.tif,0.311835
val,2496.tif,0.382588
val,2497.tif,0.326047
val,2498.tif,0.322557
val,2499.tif,0.305763
val,25.tif,0.368499
val,250.tif,0.375203
val,2500.tif,0.361746
val,2501.tif,0.280369
val,2502.tif,0.379778
val,2503.tif,0.29417
val,2504.tif,0.348522
val,2505.tif,0.393527
val,2506.tif,0.293367
val,2507.tif,0.30015
val,2508.tif,0.333998
val,2509.tif,0.347466
val,251.tif,0.410023
val,2510.tif,0.306474
val,2511.tif,0.314003
val,2512.tif,0.342408
val,2513.tif,0.371567
val,2514.tif,0.281863
val,2515.tif,0.344652
val,2516.tif,0.296378
val,2517.tif,0.319197
val,2518.tif,0.332212
val,2519.tif,0.334612
val,252.tif,0.331874
val,2520.tif,0.307104
val,2521.tif,0.30937
val,2522.tif,0.317897
val,2523.tif,0.342688
val,2524.tif,0.40745
val,2525.tif,0.310632
val,2526.tif,0.350394
val,2527.tif,0.360672
val,2528.tif,0.308203
val,2529.tif,0.338983
val,253.tif,0.309862
val,2530.tif,0.274259
val,2531.tif,0.334373
val,2532.tif,0.38389
val,2533.tif,0.376628
val,2534.tif,0.301424
val,2535.tif,0.440347
val,2536.tif,0.419396
val,2537.tif,0.390075
val,2538.tif,0.354907
val,2539.tif,0.25053
val,254.tif,0.344273
val,2540.tif,0.416252
val,2541.tif,0.294405
val,2542.tif,0.317605
val,2543.tif,0.273315
val,2544.tif,0.363028
val,2545.tif,0.321664
val,2546.tif,0.306365
val,2547.tif,0.315348
val,2548.tif,0.314761
val,2549.tif,0.375722
val,255.tif,0.359515
val,2550.tif,0.337436
val,2551.tif,0.382756
val,2552.tif,0.324741
val,2553.tif,0.310155
val,2554.tif,0.365936
val,2555.tif,0.387614
val,2556.tif,0.375343
val,2557.tif,0.388001
val,2558.tif,0.293321
val,2559.tif,0.290593
val,256.tif,0.475081
val,2560.tif,0.347963
val,2561.tif,0.226236
val,2562.tif,0.300994
val,2563.tif,0.286666
val,2564.tif,0.313725
val,2565.tif,0.31574
val,2566.tif,0.341219
val,2567.tif,0.328364
val,2568.tif,0.293382
val,2569.tif,0.361398
val,257.tif,0.384864
val,2570.tif,0.330157
val,2571.tif,0.32649
val,2572.tif,0.321368
val,2573.tif,0.314278
val,2574.tif,0.35177
val,2575.tif,0.330591
val,2576.tif,0.276494
val,2577.tif,0.300995
val,2578.tif,0.253364
val,2579.tif,0.321378
val,258.tif,0.409777
val,2580.tif,0.276967
val,2581.tif,0.658649
val,2582.tif,0.269496
val,2583.tif,0.329967
val,2584.tif,0.298104
val,2585.tif,0.359752
val,2586.tif,0.356534
val,2587.tif,0.374236
val,2588.tif,0.332212
val,2589.tif,0.363318
val,259.tif,0.374249
val,2590.tif,0.275754
val,2591.tif,0.259549
val,2592.tif,0.348504
val,2593.tif,0.310035
val,2594.tif,0.30369
val,2595.tif,0.295631
val,2596.tif,0.408871
val,2597.tif,0.264501
val,2598.tif,0.345215
val,2599.tif,0.287551
val,26.tif,0.326471
val,260.tif,0.374282
val,2600.tif,0.326231
val,2601.tif,0.327444
val,2602.tif,0.342557
val,2603.tif,0.36118
val,2604.tif,0.316165
val,2605.tif,0.318984
val,2606.tif,0.293125
val,2607.tif,0.282163
val,2608.tif,0.427052
val,2609.tif,0.313462
val,261.tif,0.292232
val,2610.tif,0.325787
val,2611.tif,0.320881
val,2612.tif,0.395344
val,2613.tif,0.323534
val,2614.tif,0.30012
val,2615.tif,0.382141
val,2616.tif,0.387208
val,2617.tif,0.357543
val,2618.tif,0.245435
val,2619.tif,0.332398
val,262.tif,0.304124
val,2620.tif,0.343641
val,2621.tif,0.275739
val,2622.tif,0.277322
val,2623.tif,0.286625
val,2624.tif,0.296726
val,2625.tif,0.343818
val,2626.tif,0.400936
val,2627.tif,0.298937
val,2628.tif,0.297749
val,2629.tif,0.291408
val,263.tif,0.381591
val,2630.tif,0.349431
val,2631.tif,0.289862
val,2632.tif,0.321705
val,2633.tif,0.372061
val,2634.tif,0.292947
val,2635.tif,0.361001
val,2636.tif,0.303237
val,2637.tif,0.296977
val,2638.tif,0.272709
val,2639.tif,0.322411
val,264.tif,0.407219
val,2640.tif,0.33946
val,2641.tif,0.365109
val,2642.tif,0.296774
val,2643.tif,0.344861
val,2644.tif,0.337792
val,2645.tif,0.366453
val,2646.tif,0.336678
val,2647.tif,0.339826
val,2648.tif,0.282859
val,2649.tif,0.332405
val,265.tif,0.270112
val,2650.tif,0.304456
val,2651.tif,0.3465
val,2652.tif,0.270967
val,2653.tif,0.309641
val,2654.tif,0.311393
val,2655.tif,0.33786
val,2656.tif,0.283804
val,2657.tif,0.362177
val,2658.tif,0.303451
val,2659.tif,0.357728
val,266.tif,0.375559
val,2660.tif,0.340381
val,2661.tif,0.376035
val,2662.tif,0.31453
val,2663.tif,0.261907
val,2664.tif,0.39713
val,2665.tif,0.333153
val,2666.tif,0.413337
val,2667.tif,0.350634
val,2668.tif,0.365453
val,2669.tif,0.315492
val,267.tif,0.315313
val,2670.tif,0.343376
val,2671.tif,0.293045
val,2672.tif,0.34171
val,2673.tif,0.262174
val,2674.tif,0.250982
val,2675.tif,0.275641
val,2676.tif,0.298051
val,2677.tif,0.324531
val,2678.tif,0.378904
val,2679.tif,0.389749
val,268.tif,0.400883
val,2680.tif,0.294579
val,2681.tif,0.280811
val,2682.tif,0.295495
val,2683.tif,0.323883
val,2684.tif,0.306976
val,2685.tif,0.426214
val,2686.tif,0.320952
val,2687.tif,0.279428
val,2688.tif,0.294111
val,2689.tif,0.257014
val,269.tif,0.400965
val,2690.tif,0.280283
val,2691.tif,0.34314
val,2692.tif,0.302709
val,2693.tif,0.335363
val,2694.tif,0.28496
val,2695.tif,0.308262
val,2696.tif,0.360625
val,2697.tif,0.252597
val,2698.tif,0.392143
val,2699.tif,0.293543
val,27.tif,0.364537
val,270.tif,0.37726
val,2700.tif,0.376429
val,2701.tif,0.31982
val,2702.tif,0.261945
val,2703.tif,0.330578
val,2704.tif,0.343731
val,2705.tif,0.310093
val,2706.tif,0.293787
val,2707.tif,0.310286
val,2708.tif,0.583887
val,2709.tif,0.314081
val,271.tif,0.295296
val,2710.tif,0.398141
val,2711.tif,0.306988
val,2712.tif,0.746657
val,2713.tif,0.352102
val,2714.tif,0.337523
val,2715.tif,0.269241
val,2716.tif,0.328985
val,2717.tif,0.352155
val,2718.tif,0.354195
val,2719.tif,0.356998
val,272.tif,0.404818
val,2720.tif,0.329898
val,2721.tif,0.640992
val,2722.tif,0.316733
val,2723.tif,0.381466
val,2724.tif,0.340575
val,2725.tif,0.339903
val,2726.tif,0.325648
val,2727.tif,0.311554
val,2728.tif,0.301987
val,2729.tif,0.298521
val,273.tif,0.368407
val,2730.tif,0.421642
val,2731.tif,0.293815
val,2732.tif,0.296093
val,2733.tif,0.273767
val,2734.tif,0.312777
val,2735.tif,0.389585
val,2736.tif,0.269406
val,2737.tif,0.382492
val,2738.tif,0.338441
val,2739.tif,0.337004
val,274.tif,0.330081
val,2740.tif,0.295532
val,2741.tif,0.280826
val,2742.tif,0.305182
val,2743.tif,0.344267
val,2744.tif,0.305372
val,2745.tif,0.317185
val,2746.tif,0.332809
val,2747.tif,0.28914
val,2748.tif,0.38282
val,2749.tif,0.395119
val,275.tif,0.364253
val,2750.tif,0.362427
val,2751.tif,0.387059
val,2752.tif,0.298812
val,2753.tif,0.435254
val,2754.tif,0.322186
val,2755.tif,0.367216
val,2756.tif,0.314516
val,2757.tif,0.278316
val,2758.tif,0.380928
val,2759.tif,0.340132
val,276.tif,0.377383
val,2760.tif,0.320941
val,2761.tif,0.358427
val,2762.tif,0.315003
val,2763.tif,0.365209
val,2764.tif,0.36079
val,2765.tif,0.340334
val,2766.tif,0.37976
val,2767.tif,0.444715
val,2768.tif,0.401242
val,2769.tif,0.341805
val,277.tif,0.375512
val,2770.tif,0.44611
val,2771.tif,0.315454
val,2772.tif,0.330602
val,2773.tif,0.312921
val,2774.tif,0.29713
val,2775.tif,0.427726
val,2776.tif,0.342829
val,2777.tif,0.366116
val,2778.tif,0.481823
val,2779.tif,0.340917
val,278.tif,0.256117
val,2780.tif,0.367601
val,2781.tif,0.307686
val,2782.tif,0.369864
val,2783.tif,0.382756
val,2784.tif,0.369346
val,2785.tif,0.329296
val,2786.tif,0.398594
val,2787.tif,0.395091
val,2788.tif,0.402561
val,2789.tif,0.406218
val,279.tif,0.398302
val,2790.tif,0.439341
val,2791.tif,0.37748
val,2792.tif,0.289706
val,2793.tif,0.351239
val,2794.tif,0.404105
val,2795.tif,0.217108
val,2796.tif,0.382525
val,2797.tif,0.433058
val,2798.tif,0.420077
val,2799.tif,0.42108
val,28.tif,0.263424
val,280.tif,0.406529
val,2800.tif,0.332949
val,2801.tif,0.361115
val,2802.tif,0.448734
val,2803.tif,0.31276
val,2804.tif,0.417092
val,2805.tif,0.376831
val,2806.tif,0.289641
val,2807.tif,0.337802
val,2808.tif,0.322793
val,2809.tif,0.35653
val,281.tif,0.341858
val,2810.tif,0.316869
val,2811.tif,0.407446
val,2812.tif,0.399927
val,2813.tif,0.364314
val,2814.tif,0.345367
val,2815.tif,0.305794
val,2816.tif,0.352525
val,2817.tif,0.406084
val,2818.tif,0.33021
val,2819.tif,0.348382
val,282.tif,0.460738
val,2820.tif,0.326069
val,2821.tif,0.344849
val,2822.tif,0.289259
val,2823.tif,0.404932
val,2824.tif,0.411808
val,2825.tif,0.395616
val,2826.tif,0.279381
val,2827.tif,0.255233
val,2828.tif,0.334652
val,2829.tif,0.357508
val,283.tif,0.36108
val,2830.tif,0.356073
val,2831.tif,0.388836
val,2832.tif,0.308936
val,2833.tif,0.382207
val,2834.tif,0.344921
val,2835.tif,0.334442
val,2836.tif,0.357172
val,2837.tif,0.322505
val,2838.tif,0.328566
val,2839.tif,0.290089
val,284.tif,0.368354
val,2840.tif,0.416628
val,2841.tif,0.384689
val,2842.tif,0.32103
val,2843.tif,0.393962
val,2844.tif,0.288136
val,2845.tif,0.415106
val,2846.tif,0.291701
val,2847.tif,0.467516
val,2848.tif,0.375499
val,2849.tif,0.347741
val,285.tif,0.368286
val,2850.tif,0.390436
val,2851.tif,0.412026
val,2852.tif,0.295679
val,2853.tif,0.330908
val,2854.tif,0.359651
val,2855.tif,0.397788
val,2856.tif,0.417872
val,2857.tif,0.35248
val,2858.tif,0.386014
val,2859.tif,0.36447
val,286.tif,0.399429
val,2860.tif,0.379489
val,2861.tif,0.33879
val,2862.tif,0.369309
val,2863.tif,0.410512
val,2864.tif,0.279412
val,2865.tif,0.420527
val,2866.tif,0.40003
val,2867.tif,0.330632
val,2868.tif,0.403693
val,2869.tif,0.29577
val,287.tif,0.343567
val,2870.tif,0.310892
val,2871.tif,0.400526
val,2872.tif,0.3387
val,2873.tif,0.354631
val,2874.tif,0.369251
val,2875.tif,0.343616
val,2876.tif,0.265615
val,2877.tif,0.296359
val,2878.tif,0.377333
val,2879.tif,0.415777
val,288.tif,0.377611
val,2880.tif,0.318634
val,2881.tif,0.403362
val,2882.tif,0.304277
val,2883.tif,0.31965
val,2884.tif,0.384733
val,2885.tif,0.342573
val,2886.tif,0.408802
val,2887.tif,0.312452
val,2888.tif,0.416869
val,2889.tif,0.351097
val,289.tif,0.456592
val,2890.tif,0.466341
val,2891.tif,0.288125
val,2892.tif,0.411653
val,2893.tif,0.366828
val,2894.tif,0.362659
val,2895.tif,0.332943
val,2896.tif,0.339909
val,2897.tif,0.286229
val,2898.tif,0.26903
val,2899.tif,0.315563
val,29.tif,0.40416
val,290.tif,0.375155
val,2900.tif,0.377334
val,2901.tif,0.374622
val,2902.tif,0.274072
val,2903.tif,0.363934
val,2904.tif,0.289352
val,2905.tif,0.369937
val,2906.tif,0.27821
val,2907.tif,0.359974
val,2908.tif,0.419508
val,2909.tif,0.316728
val,291.tif,0.3782
val,2910.tif,0.313725
val,2911.tif,0.288041
val,2912.tif,0.348948
val,2913.tif,0.376528
val,2914.tif,0.40542
val,2915.tif,0.265411
val,2916.tif,0.360923
val,2917.tif,0.332955
val,2918.tif,0.411951
val,2919.tif,0.385076
val,292.tif,0.385408
val,2920.tif,0.365585
val,2921.tif,0.35911
val,2922.tif,0.333644
val,2923.tif,0.390259
val,2924.tif,0.390634
val,2925.tif,0.357472
val,2926.tif,0.43004
val,2927.tif,0.349621
val,2928.tif,0.364547
val,2929.tif,0.310304
val,293.tif,0.332148
val,2930.tif,0.41642
val,2931.tif,0.262181
val,2932.tif,0.347401
val,2933.tif,0.384462
val,2934.tif,0.348207
val,2935.tif,0.249728
val,2936.tif,0.458075
val,2937.tif,0.36235
val,2938.tif,0.432215
val,2939.tif,0.366045
val,294.tif,0.334286
val,2940.tif,0.327019
val,2941.tif,0.365124
val,2942.tif,0.368463
val,2943.tif,0.380704
val,2944.tif,0.327118
val,2945.tif,0.294326
val,2946.tif,0.33054
val,2947.tif,0.270848
val,2948.tif,0.281284
val,2949.tif,0.346297
val,295.tif,0.398029
val,2950.tif,0.351759
val,2951.tif,0.410046
val,2952.tif,0.356424
val,2953.tif,0.364398
val,2954.tif,0.364584
val,2955.tif,0.339182
val,2956.tif,0.39911
val,2957.tif,0.302081
val,2958.tif,0.274685
val,2959.tif,0.327604
val,296.tif,0.398131
val,2960.tif,0.318446
val,2961.tif,0.326083
val,2962.tif,0.293561
val,2963.tif,0.304355
val,2964.tif,0.370816
val,2965.tif,0.325803
val,2966.tif,0.294139
val,2967.tif,0.328184
val,2968.tif,0.336452
val,2969.tif,0.331585
val,297.tif,0.389371
val,2970.tif,0.379504
val,2971.tif,0.301046
val,2972.tif,0.367729
val,2973.tif,0.335517
val,2974.tif,0.343513
val,2975.tif,0.306197
val,2976.tif,0.268499
val,2977.tif,0.273456
val,2978.tif,0.369314
val,2979.tif,0.314026
val,298.tif,0.392305
val,2980.tif,0.353027
val,2981.tif,0.30953
val,2982.tif,0.325217
val,2983.tif,0.326378
val,2984.tif,0.304496
val,2985.tif,0.304825
val,2986.tif,0.274395
val,2987.tif,0.348965
val,2988.tif,0.344854
val,2989.tif,0.311328
val,299.tif,0.361724
val,2990.tif,0.309503
val,2991.tif,0.27489
val,2992.tif,0.344709
val,2993.tif,0.270127
val,2994.tif,0.301169
val,2995.tif,0.30084
val,2996.tif,0.322239
val,2997.tif,0.313109
val,2998.tif,0.27857
val,2999.tif,0.262085
val,3.tif,0.348655
val,30.tif,0.331573
val,300.tif,0.394362
val,3000.tif,0.370574
val,3001.tif,0.327091
val,3002.tif,0.306676
val,3003.tif,0.308071
val,3004.tif,0.324085
val,3005.tif,0.340913
val,3006.tif,0.289064
val,3007.tif,0.303559
val,3008.tif,0.316766
val,3009.tif,0.38505
val,301.tif,0.382885
val,3010.tif,0.351306
val,3011.tif,0.42952
val,3012.tif,0.354809
val,3013.tif,0.320742
val,3014.tif,0.303297
val,3015.tif,0.32494
val,3016.tif,0.333094
val,3017.tif,0.349437
val,3018.tif,0.274691
val,3019.tif,0.413807
val,302.tif,0.395406
val,3020.tif,0.348564
val,3021.tif,0.326045
val,3022.tif,0.380206
val,3023.tif,0.32345
val,3024.tif,0.33115
val,3025.tif,0.36429
val,3026.tif,0.276227
val,3027.tif,0.310664
val,3028.tif,0.319971
val,3029.tif,0.275463
val,303.tif,0.354803
val,3030.tif,0.30564
val,3031.tif,0.275158
val,3032.tif,0.317666
val,3033.tif,0.309453
val,3034.tif,0.253974
val,3035.tif,0.248104
val,3036.tif,0.28045
val,3037.tif,0.356481
val,3038.tif,0.292465
val,3039.tif,0.382522
val,304.tif,0.409033
val,3040.tif,0.262635
val,3041.tif,0.331473
val,3042.tif,0.308913
val,3043.tif,0.300241
val,3044.tif,0.260586
val,3045.tif,0.301338
val,3046.tif,0.318539
val,3047.tif,0.373828
val,3048.tif,0.363323
val,3049.tif,0.317853
val,305.tif,0.329353
val,3050.tif,0.302418
val,3051.tif,0.264428
val,3052.tif,0.285524
val,3053.tif,0.299646
val,3054.tif,0.365097
val,3055.tif,0.348756
val,3056.tif,0.302362
val,3057.tif,0.366427
val,3058.tif,0.368057
val,3059.tif,0.332752
val,306.tif,0.412213
val,3060.tif,0.338981
val,3061.tif,0.2935
val,3062.tif,0.376892
val,3063.tif,0.372877
val,3064.tif,0.318033
val,3065.tif,0.349573
val,3066.tif,0.368111
val,3067.tif,0.373534
val,3068.tif,0.424063
val,3069.tif,0.351476
val,307.tif,0.451421
val,3070.tif,0.344316
val,3071.tif,0.355747
val,3072.tif,0.298543
val,3073.tif,0.322371
val,3074.tif,0.459157
val,3075.tif,0.350168
val,3076.tif,0.359175
val,3077.tif,0.291379
val,3078.tif,0.321084
val,3079.tif,0.285909
val,308.tif,0.356151
val,3080.tif,0.338062
val,3081.tif,0.341149
val,3082.tif,0.30051
val,3083.tif,0.352917
val,3084.tif,0.261341
val,3085.tif,0.320727
val,3086.tif,0.318282
val,3087.tif,0.395048
val,3088.tif,0.315262
val,3089.tif,0.314731
val,309.tif,0.387122
val,3090.tif,0.333295
val,3091.tif,0.348934
val,3092.tif,0.312214
val,3093.tif,0.332473
val,3094.tif,0.299647
val,3095.tif,0.306613
val,3096.tif,0.325341
val,3097.tif,0.39937
val,3098.tif,0.350809
val,3099.tif,0.326381
val,31.tif,0.343029
val,310.tif,0.386403
val,3100.tif,0.276525
val,3101.tif,0.351419
val,3102.tif,0.333558
val,3103.tif,0.267865
val,3104.tif,0.288759
val,3105.tif,0.328058
val,3106.tif,0.293101
val,3107.tif,0.285889
val,3108.tif,0.321245
val,3109.tif,0.308168
val,311.tif,0.343138
val,3110.tif,0.271337
val,3111.tif,0.398295
val,3112.tif,0.357033
val,3113.tif,0.319605
val,3114.tif,0.337784
val,3115.tif,0.316789
val,3116.tif,0.323651
val,3117.tif,0.272015
val,3118.tif,0.306183
val,3119.tif,0.402103
val,312.tif,0.377795
val,3120.tif,0.343459
val,3121.tif,0.29289
val,3122.tif,0.362571
val,3123.tif,0.331471
val,3124.tif,0.316509
val,3125.tif,0.302825
val,3126.tif,0.306054
val,3127.tif,0.384729
val,3128.tif,0.328803
val,3129.tif,0.310858
val,313.tif,0.325164
val,3130.tif,0.270858
val,3131.tif,0.273907
