split,file,ssim,psnr
train,4478.tif,0.660319,21.488
train,4479.tif,0.663065,23.7258
train,448.tif,0.502222,19.0861
train,4480.tif,0.612991,20.1079
train,4481.tif,0.620407,22.0278
train,4482.tif,0.519862,19.6516
train,4483.tif,0.702584,21.1836
train,4484.tif,0.613895,21.6785
train,4485.tif,0.603727,21.3053
train,4486.tif,0.527798,18.7164
train,4487.tif,0.571771,20.2915
train,4488.tif,0.52388,19.8913
train,4489.tif,0.619128,21.2739
train,449.tif,0.497172,19.7568
train,4490.tif,0.58981,22.0062
train,4491.tif,0.494255,20.0692
train,4492.tif,0.631404,19.4877
train,4493.tif,0.637898,22.1819
train,4494.tif,0.616748,22.1669
train,4495.tif,0.645059,22.5015
train,4496.tif,0.582298,18.6634
train,4497.tif,0.539647,21.0303
train,4498.tif,0.510475,19.4302
train,4499.tif,0.501218,19.2953
train,45.tif,0.540396,18.7145
train,450.tif,0.56998,19.0229
train,4500.tif,0.515194,19.8324
train,4501.tif,0.655344,21.6827
train,4502.tif,0.596273,20.4409
train,4503.tif,0.650944,20.7031
train,4504.tif,0.475274,19.7745
train,4505.tif,0.620357,20.6062
train,4506.tif,0.675622,20.8819
train,4507.tif,0.621609,21.8647
train,4508.tif,0.597479,20.1442
train,4509.tif,0.52073,20.0672
train,451.tif,0.508604,16.6285
train,4510.tif,0.625934,21.7639
train,4511.tif,0.469841,18.9023
train,4512.tif,0.645591,17.5617
train,4513.tif,0.470809,20.8948
train,4514.tif,0.577918,19.3923
train,4515.tif,0.660291,20.4344
train,4516.tif,0.551843,19.6033
train,4517.tif,0.623049,22.1706
train,4518.tif,0.633325,21.4418
train,4519.tif,0.472318,18.6786
train,452.tif,0.492301,18.2247
train,4520.tif,0.508789,20.0993
train,4521.tif,0.665792,22.2052
train,4522.tif,0.496279,19.0076
train,4523.tif,0.484196,20.081
train,4524.tif,0.599423,19.9568
train,4525.tif,0.646856,20.829
train,4526.tif,0.528745,19.9574
train,4527.tif,0.547053,21.4286
train,4528.tif,0.570828,21.2802
train,4529.tif,0.573648,20.0908
train,453.tif,0.516311,17.7813
train,4530.tif,0.542545,17.519
train,4531.tif,0.513965,18.7453
train,4532.tif,0.531725,20.5989
train,4533.tif,0.577806,17.9856
train,4534.tif,0.620204,21.0094
train,4535.tif,0.486752,18.9258
train,4536.tif,0.684448,22.2118
train,4537.tif,0.549911,20.2605
train,4538.tif,0.690466,22.9478
train,4539.tif,0.525922,20.3051
train,454.tif,0.635615,21.5108
train,4540.tif,0.56534,18.7349
train,4541.tif,0.746747,19.8485
train,4542.tif,0.564081,19.6925
train,4543.tif,0.553799,20.462
train,4544.tif,0.570606,20.938
train,4545.tif,0.603018,21.7335
train,4546.tif,0.694414,23.7627
train,4547.tif,0.50625,19.6031
train,4548.tif,0.576938,20.5135
train,4549.tif,0.601807,21.1038
train,455.tif,0.497409,19.2002
train,4550.tif,0.595004,21.225
train,4551.tif,0.579906,18.0198
train,4552.tif,0.598526,21.5031
train,4553.tif,0.707473,19.6448
train,4554.tif,0.556602,19.6951
train,4555.tif,0.586022,19.7631
train,4556.tif,0.678094,21.9559
train,4557.tif,0.593937,20.0811
train,4558.tif,0.67251,23.9732
train,4559.tif,0.48907,17.9404
train,456.tif,0.51263,18.0049
train,4560.tif,0.577599,20.3356
train,4561.tif,0.646078,20.2045
train,4562.tif,0.568701,20.8013
train,4563.tif,0.574508,19.8914
train,4564.tif,0.604752,20.7082
train,4565.tif,0.697963,19.5714
train,4566.tif,0.475097,18.9482
train,4567.tif,0.538871,20.8576
train,4568.tif,0.469918,19.2322
train,4569.tif,0.512703,17.8617
train,457.tif,0.479139,16.3277
train,4570.tif,0.662065,20.7659
train,4571.tif,0.68361,22.2888
train,4572.tif,0.584425,22.1735
train,4573.tif,0.566462,20.5358
train,4574.tif,0.738305,19.0946
train,4575.tif,0.66082,23.5325
train,4576.tif,0.695134,22.912
train,4577.tif,0.4873,19.6745
train,4578.tif,0.538638,19.8035
train,4579.tif,0.561624,20.8261
train,458.tif,0.557738,16.0768
train,4580.tif,0.699092,22.1873
train,4581.tif,0.655389,20.756
train,4582.tif,0.597282,20.7433
train,4583.tif,0.592057,20.5899
train,4584.tif,0.519494,17.6381
train,4585.tif,0.519308,19.7833
train,4586.tif,0.501621,18.7836
train,4587.tif,0.641633,22.1525
train,4588.tif,0.55326,19.5573
train,4589.tif,0.61853,21.8004
train,459.tif,0.50113,18.3396
train,4590.tif,0.664407,25.1831
train,4591.tif,0.585979,22.4454
train,4592.tif,0.501774,20.2683
train,4593.tif,0.583938,20.6276
train,4594.tif,0.605846,21.7164
train,4595.tif,0.606061,20.7312
train,4596.tif,0.529735,19.1862
train,4597.tif,0.607929,20.2813
train,4598.tif,0.739052,23.5817
train,4599.tif,0.587671,18.6185
train,46.tif,0.623948,19.803
train,460.tif,0.517879,16.9166
train,4600.tif,0.472057,18.9365
train,4601.tif,0.575266,21.3923
train,4602.tif,0.554628,19.4282
train,4603.tif,0.606548,21.3207
train,4604.tif,0.762338,22.1325
train,4605.tif,0.656597,23.2141
train,4606.tif,0.466928,19.3346
train,4607.tif,0.483664,18.5342
train,4608.tif,0.589288,21.0956
train,4609.tif,0.658049,21.9655
train,461.tif,0.564917,19.4863
train,4610.tif,0.577388,21.3732
train,4611.tif,0.748151,19.4695
train,4612.tif,0.551329,18.8021
train,4613.tif,0.472486,19.8214
train,4614.tif,0.622141,20.883
train,4615.tif,0.739512,21.4516
train,4616.tif,0.541429,20.6626
train,4617.tif,0.498545,19.0336
train,4618.tif,0.676578,22.0347
train,4619.tif,0.651231,22.4115
train,462.tif,0.482972,18.9769
train,4620.tif,0.594567,21.7276
train,4621.tif,0.52253,20.3452
train,4622.tif,0.493981,19.5725
train,4623.tif,0.672862,21.8862
train,4624.tif,0.581052,20.1868
train,4625.tif,0.691343,22.8755
train,4626.tif,0.652656,20.8411
train,4627.tif,0.498973,19.579
train,4628.tif,0.605936,17.96
train,4629.tif,0.658566,22.5517
train,463.tif,0.511699,19.8517
train,4630.tif,0.66534,24.0273
train,4631.tif,0.598234,19.0485
train,4632.tif,0.487123,20.4644
train,4633.tif,0.655065,21.4654
train,4634.tif,0.594175,20.8314
train,4635.tif,0.497239,18.8158
train,4636.tif,0.516871,20.4205
train,4637.tif,0.798308,24.4394
train,4638.tif,0.598909,22.1826
train,4639.tif,0.578662,19.6443
train,464.tif,0.459289,17.2574
train,4640.tif,0.594597,18.688
train,4641.tif,0.6285,22.9478
train,4642.tif,0.577903,18.8894
train,4643.tif,0.631651,20.4712
train,4644.tif,0.492228,18.9134
train,4645.tif,0.557405,21.1697
train,4646.tif,0.738414,20.4092
train,4647.tif,0.658786,21.5687
train,4648.tif,0.50475,19.963
train,4649.tif,0.759971,21.7823
train,465.tif,0.819573,23.3418
train,4650.tif,0.607512,20.2729
train,4651.tif,0.554896,20.5111
train,4652.tif,0.553498,18.0233
train,4653.tif,0.622572,21.2539
train,4654.tif,0.495138,17.6282
train,4655.tif,0.557334,21.0261
train,4656.tif,0.797847,20.5125
train,4657.tif,0.659171,20.3272
train,4658.tif,0.565505,20.2876
train,4659.tif,0.439067,18.1161
train,466.tif,0.464339,19.6241
train,4660.tif,0.514811,20.2521
train,4661.tif,0.484482,19.7847
train,4662.tif,0.595611,19.2231
train,4663.tif,0.626713,17.775
train,4664.tif,0.553287,20.9946
train,4665.tif,0.610085,19.3241
train,4666.tif,0.565666,20.1825
train,4667.tif,0.663206,22.972
train,4668.tif,0.545146,18.1917
train,4669.tif,0.564101,19.3841
train,467.tif,0.558311,16.5962
train,4670.tif,0.647137,21.1682
train,4671.tif,0.549905,21.4756
train,4672.tif,0.607226,21.2028
train,4673.tif,0.700976,23.1405
train,4674.tif,0.647938,22.4289
train,4675.tif,0.482167,20.0347
train,4676.tif,0.565466,20.2434
train,4677.tif,0.51074,20.1057
train,4678.tif,0.583291,17.4475
train,4679.tif,0.510838,20.3705
train,468.tif,0.506492,18.9231
train,4680.tif,0.572559,19.1603
train,4681.tif,0.470285,19.6508
train,4682.tif,0.618468,21.532
train,4683.tif,0.571751,20.5332
train,4684.tif,0.49153,18.8801
train,4685.tif,0.555817,19.5328
train,4686.tif,0.626162,22.2501
train,4687.tif,0.650471,21.6518
train,4688.tif,0.511052,19.0031
train,4689.tif,0.633398,21.273
train,469.tif,0.483659,18.8238
train,4690.tif,0.492403,19.3212
train,4691.tif,0.590174,20.7695
train,4692.tif,0.510524,18.2927
train,4693.tif,0.545848,20.6652
train,4694.tif,0.603964,21.7148
train,4695.tif,0.530284,20.1769
train,4696.tif,0.645706,21.3537
train,4697.tif,0.51659,19.7237
train,4698.tif,0.614685,21.0686
train,4699.tif,0.601116,21.3724
train,47.tif,0.558906,19.1226
train,470.tif,0.472967,16.5211
train,4700.tif,0.72413,19.7118
train,4701.tif,0.55294,21.1132
train,4702.tif,0.565714,22.2879
train,4703.tif,0.608157,19.9225
train,4704.tif,0.669698,23.876
train,4705.tif,0.614688,18.1197
train,4706.tif,0.610824,23.8824
train,4707.tif,0.585257,19.8506
train,4708.tif,0.53691,20.3788
train,4709.tif,0.63223,22.9716
train,471.tif,0.495944,18.9353
train,4710.tif,0.655435,21.1577
train,4711.tif,0.59367,21.1012
train,4712.tif,0.641685,21.5701
train,4713.tif,0.712417,21.0431
train,4714.tif,0.596584,21.6925
train,4715.tif,0.59523,20.7164
train,4716.tif,0.545349,20.567
train,4717.tif,0.490585,19.3349
train,4718.tif,0.581144,20.5848
train,4719.tif,0.627796,21.6792
train,472.tif,0.662333,20.374
train,4720.tif,0.586094,22.5031
train,4721.tif,0.641927,21.7596
train,4722.tif,0.612548,20.5193
train,4723.tif,0.561847,19.2887
train,4724.tif,0.45174,19.1054
train,4725.tif,0.592296,21.92
train,4726.tif,0.564763,20.8432
train,4727.tif,0.620467,20.1645
train,4728.tif,0.544693,20.9788
train,4729.tif,0.607347,20.611
train,473.tif,0.502,20.5583
train,4730.tif,0.508383,20.47
train,4731.tif,0.472726,18.5881
train,4732.tif,0.767857,22.1721
train,4733.tif,0.656334,19.938
train,4734.tif,0.519561,20.3632
train,4735.tif,0.72151,19.2575
train,4736.tif,0.60725,21.7974
train,4737.tif,0.509315,18.1994
train,4738.tif,0.598818,21.1512
train,4739.tif,0.498048,20.3555
train,474.tif,0.540279,20.916
train,4740.tif,0.645822,21.9384
train,4741.tif,0.526782,19.8546
train,4742.tif,0.567026,20.6444
train,4743.tif,0.633008,22.8049
train,4744.tif,0.575961,21.3052
train,4745.tif,0.466921,17.9636
train,4746.tif,0.678806,21.2634
train,4747.tif,0.55416,20.5619
train,4748.tif,0.734557,24.4486
train,4749.tif,0.586803,21.176
train,475.tif,0.426834,18.7395
train,4750.tif,0.564246,21.0931
train,4751.tif,0.594316,20.9316
train,4752.tif,0.698741,21.8264
train,4753.tif,0.554815,21.0793
train,4754.tif,0.611547,22.2325
train,4755.tif,0.645866,21.6948
train,4756.tif,0.547513,19.0385
train,4757.tif,0.606811,19.602
train,4758.tif,0.605179,22.1066
train,4759.tif,0.525343,20.9241
train,476.tif,0.479892,18.9272
train,4760.tif,0.581411,19.4153
train,4761.tif,0.576735,21.9539
train,4762.tif,0.553805,19.6261
train,4763.tif,0.522662,19.3827
train,4764.tif,0.414561,17.4788
train,4765.tif,0.588661,20.6727
train,4766.tif,0.618487,20.9054
train,4767.tif,0.630128,22.4541
train,4768.tif,0.638372,21.4082
train,4769.tif,0.538084,19.2897
train,477.tif,0.457662,18.3074
train,4770.tif,0.556093,19.7991
train,4771.tif,0.641802,21.6066
train,4772.tif,0.543698,20.1228
train,4773.tif,0.505805,20.5186
train,4774.tif,0.603293,19.3521
train,4775.tif,0.595558,20.0927
train,4776.tif,0.493492,18.5727
train,4777.tif,0.54644,21.0755
train,4778.tif,0.718324,21.9134
train,4779.tif,0.493104,17.7034
train,478.tif,0.556755,18.4733
train,4780.tif,0.551382,19.3218
train,4781.tif,0.653179,21.9479
train,4782.tif,0.694807,20.7882
train,4783.tif,0.502939,19.6829
train,4784.tif,0.653952,23.6251
train,4785.tif,0.544939,20.3074
train,4786.tif,0.526387,19.6648
train,4787.tif,0.641569,23.4153
train,4788.tif,0.60653,19.3591
train,4789.tif,0.681968,21.9951
train,479.tif,0.55857,20.6733
train,4790.tif,0.442855,17.5214
train,4791.tif,0.53826,20.4939
train,4792.tif,0.511151,20.9884
train,4793.tif,0.51162,20.2322
train,4794.tif,0.56657,21.2247
train,4795.tif,0.632819,23.1434
train,4796.tif,0.542004,19.815
train,4797.tif,0.626231,21.541
train,4798.tif,0.589471,19.8387
train,4799.tif,0.656599,21.6159
train,48.tif,0.58038,20.1672
train,480.tif,0.481076,19.4793
train,4800.tif,0.596552,21.8448
train,4801.tif,0.561018,20.7929
train,4802.tif,0.694861,22.048
train,4803.tif,0.607679,22.9278
train,4804.tif,0.60903,20.3069
train,4805.tif,0.596999,19.4197
train,4806.tif,0.666403,20.3546
train,4807.tif,0.651707,20.8019
train,4808.tif,0.493496,18.2885
train,4809.tif,0.505048,19.527
train,481.tif,0.531861,17.8784
train,4810.tif,0.556129,21.3691
train,4811.tif,0.631261,21.0049
train,4812.tif,0.510582,19.8856
train,4813.tif,0.473834,19.1444
train,4814.tif,0.649663,21.4964
train,4815.tif,0.670551,21.046
train,4816.tif,0.646052,21.8484
train,4817.tif,0.66088,22.2098
train,4818.tif,0.607759,22.0641
train,4819.tif,0.561366,19.9346
train,482.tif,0.436784,16.5465
train,4820.tif,0.574405,21.856
train,4821.tif,0.618432,20.6394
train,4822.tif,0.585242,20.9841
train,4823.tif,0.587505,19.4527
train,4824.tif,0.503434,19.9659
train,4825.tif,0.626849,21.5
train,4826.tif,0.495663,19.6937
train,4827.tif,0.593309,20.6714
train,4828.tif,0.461161,16.6513
train,4829.tif,0.545159,18.9884
train,483.tif,0.470831,18.1433
train,4830.tif,0.602709,20.9167
train,4831.tif,0.550467,21.9882
train,4832.tif,0.504858,18.9789
train,4833.tif,0.643421,22.9043
train,4834.tif,0.560361,19.7866
train,4835.tif,0.51659,18.1129
train,4836.tif,0.634643,22.2775
train,4837.tif,0.682494,23.8436
train,4838.tif,0.605291,21.347
train,4839.tif,0.745983,23.6948
train,484.tif,0.4358,17.1218
train,4840.tif,0.530049,19.1491
train,4841.tif,0.632764,22.5929
train,4842.tif,0.48635,17.2649
train,4843.tif,0.578296,21.4462
train,4844.tif,0.521185,20.2403
train,4845.tif,0.60529,20.5094
train,4846.tif,0.600735,22.3614
train,4847.tif,0.546974,21.0339
train,4848.tif,0.694468,22.7075
train,4849.tif,0.618881,20.3744
train,485.tif,0.744049,23.3046
train,4850.tif,0.657527,20.9478
train,4851.tif,0.582754,21.8522
train,4852.tif,0.587939,20.3193
train,4853.tif,0.628989,20.6472
train,4854.tif,0.539986,18.6804
train,4855.tif,0.539632,21.0785
train,4856.tif,0.499793,19.3456
train,4857.tif,0.596799,17.2977
train,4858.tif,0.637144,22.0037
train,4859.tif,0.556487,19.3979
train,486.tif,0.454229,19.4247
train,4860.tif,0.515934,20.5725
train,4861.tif,0.53305,20.228
train,4862.tif,0.5534,19.6394
train,4863.tif,0.662825,23.1349
train,4864.tif,0.505908,19.3064
train,4865.tif,0.629649,20.2904
train,4866.tif,0.553435,19.8794
train,4867.tif,0.434756,18.8548
train,4868.tif,0.52043,20.3632
train,4869.tif,0.650252,20.7459
train,487.tif,0.473027,19.6496
train,4870.tif,0.633673,21.8609
train,4871.tif,0.562085,20.0365
train,4872.tif,0.550769,19.4048
train,4873.tif,0.537901,17.6217
train,4874.tif,0.564487,20.7627
train,4875.tif,0.645084,20.5854
train,4876.tif,0.56501,20.2328
train,4877.tif,0.586834,20.066
train,4878.tif,0.527416,19.2195
train,4879.tif,0.607,20.289
train,488.tif,0.480494,17.635
train,4880.tif,0.573901,21.5398
train,4881.tif,0.679932,20.5585
train,4882.tif,0.557011,21.3968
train,4883.tif,0.625514,22.4809
train,4884.tif,0.569347,20.7148
train,4885.tif,0.676562,20.6884
train,4886.tif,0.509002,18.2774
train,4887.tif,0.64597,23.2066
train,4888.tif,0.485172,19.1251
train,4889.tif,0.591953,22.1059
train,489.tif,0.459337,17.197
train,4890.tif,0.611941,19.5782
train,4891.tif,0.606188,20.0074
train,4892.tif,0.549894,20.4868
train,4893.tif,0.617972,21.4376
train,4894.tif,0.52388,21.4982
train,4895.tif,0.554708,20.6205
train,4896.tif,0.728213,22.8405
train,4897.tif,0.469057,18.5713
train,4898.tif,0.538486,20.503
train,4899.tif,0.681232,21.801
train,49.tif,0.582919,20.2255
train,490.tif,0.4222,17.0483
train,4900.tif,0.556609,19.4146
train,4901.tif,0.578194,22.1913
train,4902.tif,0.475799,19.6082
train,4903.tif,0.525872,20.2065
train,4904.tif,0.598037,19.9328
train,4905.tif,0.529471,19.6792
train,4906.tif,0.595846,20.23
train,4907.tif,0.528563,20.2467
train,4908.tif,0.611796,17.9896
train,4909.tif,0.575516,17.4098
train,491.tif,0.499186,18.2585
train,4910.tif,0.636969,20.6646
train,4911.tif,0.529171,20.2254
train,4912.tif,0.563406,19.6181
train,4913.tif,0.642136,21.5844
train,4914.tif,0.522903,21.3746
train,4915.tif,0.54108,18.3112
train,4916.tif,0.456978,19.8428
train,4917.tif,0.555092,20.9516
train,4918.tif,0.621053,20.6257
train,4919.tif,0.549147,19.8067
train,492.tif,0.48258,18.9344
train,4920.tif,0.617265,20.8057
train,4921.tif,0.565065,21.418
train,4922.tif,0.609887,20.7154
train,4923.tif,0.714547,17.8361
train,4924.tif,0.627035,21.9734
train,4925.tif,0.630607,21.6679
train,4926.tif,0.763679,21.8574
train,4927.tif,0.596561,19.6332
train,4928.tif,0.688702,21.9613
train,4929.tif,0.614136,22.1133
train,493.tif,0.443928,17.5204
train,4930.tif,0.694914,21.0371
train,4931.tif,0.532001,20.0879
train,4932.tif,0.591886,21.2513
train,4933.tif,0.564057,18.9873
train,4934.tif,0.633563,20.4253
train,4935.tif,0.572791,21.1522
train,4936.tif,0.556877,21.5699
train,4937.tif,0.695292,23.371
train,4938.tif,0.520272,20.1478
train,4939.tif,0.568737,22.2061
train,494.tif,0.465508,18.031
train,4940.tif,0.676426,21.8613
train,4941.tif,0.498376,19.9219
train,4942.tif,0.588893,20.3794
train,4943.tif,0.650277,21.1615
train,4944.tif,0.553827,21.0344
train,4945.tif,0.62903,21.6595
train,4946.tif,0.667953,21.4973
train,4947.tif,0.654777,21.0559
train,4948.tif,0.6505,22.5305
train,4949.tif,0.478791,17.7834
train,495.tif,0.539287,20.6349
train,4950.tif,0.632408,21.3816
train,4951.tif,0.509758,20.7238
train,4952.tif,0.641787,20.3992
train,4953.tif,0.612149,21.5109
train,4954.tif,0.643311,20.8664
train,4955.tif,0.599809,19.9649
train,4956.tif,0.446105,17.4042
train,4957.tif,0.592607,19.0725
train,4958.tif,0.50281,19.185
train,4959.tif,0.495842,19.8847
train,496.tif,0.473955,16.3008
train,4960.tif,0.511131,18.491
train,4961.tif,0.485146,18.1186
train,4962.tif,0.52555,20.1963
train,4963.tif,0.609847,21.4929
train,4964.tif,0.509477,19.4255
train,4965.tif,0.559357,21.3864
train,4966.tif,0.534915,18.274
train,4967.tif,0.659755,21.9769
train,4968.tif,0.553036,17.7307
train,4969.tif,0.576941,20.1961
train,497.tif,0.513434,18.5016
train,4970.tif,0.507193,19.5323
train,4971.tif,0.514427,19.975
train,4972.tif,0.732614,23.0337
train,4973.tif,0.494355,19.1672
train,4974.tif,0.618832,21.8278
train,4975.tif,0.560755,20.4937
train,4976.tif,0.666417,21.5777
train,4977.tif,0.646767,21.4124
train,4978.tif,0.48353,19.9001
train,4979.tif,0.57248,20.6819
train,498.tif,0.53072,20.342
train,4980.tif,0.522859,20.1906
train,4981.tif,0.586082,19.8407
train,4982.tif,0.563358,21.4877
train,4983.tif,0.642583,20.7828
train,4984.tif,0.508917,18.2477
train,4985.tif,0.673088,22.2246
train,4986.tif,0.627594,22.0415
train,4987.tif,0.599399,19.3797
train,4988.tif,0.622216,22.3333
train,4989.tif,0.574551,21.1437
train,499.tif,0.473159,18.1152
train,4990.tif,0.474831,20.2421
train,4991.tif,0.680279,20.2415
train,4992.tif,0.524126,20.6088
train,4993.tif,0.557552,21.4088
train,4994.tif,0.605181,20.5227
train,4995.tif,0.631909,20.7422
train,4996.tif,0.53453,18.7932
train,4997.tif,0.659238,21.7219
train,4998.tif,0.536811,19.6381
train,4999.tif,0.728423,23.0523
train,5.tif,0.722337,23.3058
train,50.tif,0.511058,19.9162
train,500.tif,0.522982,15.5153
train,5000.tif,0.540614,18.818
train,5001.tif,0.656933,23.1567
train,5002.tif,0.646915,20.9657
train,5003.tif,0.565897,19.4181
train,5004.tif,0.628069,21.5199
train,5005.tif,0.496538,19.7933
train,5006.tif,0.653767,21.8484
train,5007.tif,0.600476,20.9074
train,5008.tif,0.591826,19.1168
train,5009.tif,0.629723,20.3164
train,501.tif,0.701606,22.9039
train,5010.tif,0.615739,18.8943
train,5011.tif,0.604665,21.3336
train,5012.tif,0.467102,18.7649
train,5013.tif,0.600715,20.3562
train,5014.tif,0.765508,22.4841
train,5015.tif,0.59906,21.6417
train,5016.tif,0.673345,20.0979
train,5017.tif,0.463859,18.5777
train,5018.tif,0.547784,21.0268
train,5019.tif,0.612221,22.1336
train,502.tif,0.460777,18.0196
train,5020.tif,0.591421,18.4134
train,5021.tif,0.717723,20.6398
train,5022.tif,0.482214,20.1757
train,5023.tif,0.4792,20.2073
train,5024.tif,0.691791,22.6751
train,5025.tif,0.547658,19.3266
train,5026.tif,0.654769,21.9693
train,5027.tif,0.624566,21.8283
train,5028.tif,0.532544,19.1024
train,5029.tif,0.634321,20.7533
train,503.tif,0.531534,19.4395
train,5030.tif,0.529951,19.7907
train,5031.tif,0.448362,19.7978
train,5032.tif,0.534707,21.2466
train,5033.tif,0.467375,19.8584
train,5034.tif,0.615776,20.8039
train,5035.tif,0.597299,19.927
train,5036.tif,0.491024,19.2008
train,5037.tif,0.488579,18.1236
train,5038.tif,0.662744,21.256
train,5039.tif,0.612195,20.3621
train,504.tif,0.493868,19.3931
train,5040.tif,0.499993,19.4766
train,5041.tif,0.519375,19.9106
train,5042.tif,0.529845,19.1963
train,5043.tif,0.607449,22.733
train,5044.tif,0.589641,19.0989
train,5045.tif,0.534234,19.6989
train,5046.tif,0.481571,19.1438
train,5047.tif,0.601074,18.0516
train,5048.tif,0.67471,23.3217
train,5049.tif,0.560693,21.0969
train,505.tif,0.500235,20.0918
train,5050.tif,0.518029,20.1494
train,5051.tif,0.476681,19.2006
train,5052.tif,0.608259,19.9372
train,5053.tif,0.540738,19.7877
train,5054.tif,0.558435,20.4284
train,5055.tif,0.627051,22.397
train,5056.tif,0.507831,18.7272
train,5057.tif,0.590873,19.8628
train,5058.tif,0.475956,19.1749
train,5059.tif,0.528963,19.3887
train,506.tif,0.481304,18.4816
train,5060.tif,0.517298,18.8355
train,5061.tif,0.523783,20.1189
train,5062.tif,0.6064,18.6282
train,5063.tif,0.580263,19.7179
train,5064.tif,0.509743,18.3607
train,5065.tif,0.627724,22.3317
train,5066.tif,0.538101,18.736
train,5067.tif,0.789505,24.3879
train,5068.tif,0.209536,16.4465
train,5069.tif,0.620948,21.2023
train,507.tif,0.488561,19.1688
train,5070.tif,0.55148,19.7298
train,5071.tif,0.499443,19.8147
train,5072.tif,0.623463,22.0285
train,5073.tif,0.6161,22.1939
train,5074.tif,0.811887,24.0579
train,5075.tif,0.429638,16.1525
train,5076.tif,0.573363,20.0009
train,5077.tif,0.627163,22.6166
train,5078.tif,0.478615,18.3303
train,5079.tif,0.656263,20.4289
train,508.tif,0.505751,16.2674
train,5080.tif,0.529963,20.7287
train,5081.tif,0.576434,20.1491
train,5082.tif,0.62897,22.8914
train,5083.tif,0.645387,21.7229
train,5084.tif,0.572277,20.6332
train,5085.tif,0.534993,20.6419
train,5086.tif,0.548859,18.2664
train,5087.tif,0.565634,20.1984
train,5088.tif,0.627209,19.5557
train,5089.tif,0.640022,20.9879
train,509.tif,0.599365,16.5643
train,5090.tif,0.807038,24.3325
train,5091.tif,0.632258,22.0164
train,5092.tif,0.434733,18.9561
train,5093.tif,0.606287,20.799
train,5094.tif,0.572668,20.7458
train,5095.tif,0.527108,21.0198
train,5096.tif,0.567823,20.3731
train,5097.tif,0.467044,18.526
train,5098.tif,0.60624,20.922
train,5099.tif,0.550575,21.3723
train,51.tif,0.530898,20.4874
train,510.tif,0.492279,19.1622
train,5100.tif,0.511276,18.6923
train,5101.tif,0.653629,22.9855
train,5102.tif,0.604875,21.5352
train,5103.tif,0.542727,20.3476
train,5104.tif,0.446729,19.0106
train,5105.tif,0.51779,18.8434
train,5106.tif,0.585311,22.6231
train,5107.tif,0.428269,18.0604
train,5108.tif,0.565696,20.6338
train,5109.tif,0.57737,19.4523
train,511.tif,0.487901,18.6489
train,5110.tif,0.537489,21.2259
train,5111.tif,0.498135,19.9772
train,5112.tif,0.6118,17.6539
train,5113.tif,0.632786,21.3049
train,5114.tif,0.533663,19.4391
train,5115.tif,0.537731,20.1346
train,5116.tif,0.553406,20.504
train,5117.tif,0.605494,20.2466
train,5118.tif,0.509436,18.1169
train,5119.tif,0.677821,22.793
train,512.tif,0.48806,17.4358
train,5120.tif,0.481692,18.6154
train,5121.tif,0.717356,23.1379
train,5122.tif,0.571908,15.5
train,5123.tif,0.664963,22.1922
train,5124.tif,0.568371,17.5046
train,5125.tif,0.626931,21.252
train,5126.tif,0.595492,20.5444
train,5127.tif,0.670623,22.401
train,5128.tif,0.49266,17.3216
train,5129.tif,0.640827,21.2002
train,513.tif,0.529977,17.9442
train,5130.tif,0.691391,23.0841
train,5131.tif,0.449186,19.4126
train,5132.tif,0.589992,20.8861
train,5133.tif,0.584813,21.6116
train,5134.tif,0.612934,19.7302
train,5135.tif,0.610905,21.4354
train,5136.tif,0.75633,24.586
train,5137.tif,0.604274,21.4832
train,5138.tif,0.560187,19.7747
train,5139.tif,0.63311,22.2985
train,514.tif,0.514411,19.5777
train,5140.tif,0.500335,20.2171
train,5141.tif,0.479462,19.2869
train,5142.tif,0.706973,21.9431
train,5143.tif,0.608865,20.7627
train,5144.tif,0.756034,24.8717
train,5145.tif,0.510746,19.6943
train,5146.tif,0.587829,19.8027
train,5147.tif,0.510989,20.8426
train,5148.tif,0.655153,21.301
train,5149.tif,0.509984,19.1757
train,515.tif,0.535111,18.7905
train,5150.tif,0.575352,17.7236
train,5151.tif,0.521778,19.2189
train,5152.tif,0.562484,20.7947
train,5153.tif,0.650634,21.359
train,5154.tif,0.54379,19.5544
train,5155.tif,0.506491,17.3367
train,5156.tif,0.60999,19.2001
train,5157.tif,0.580411,19.1943
train,5158.tif,0.59445,20.2392
train,5159.tif,0.68391,22.9979
train,516.tif,0.468678,19.5407
train,5160.tif,0.714962,23.9429
train,5161.tif,0.701842,20.1283
train,5162.tif,0.592019,20.7632
train,5163.tif,0.783156,26.0001
train,5164.tif,0.586409,21.187
train,5165.tif,0.515317,19.5473
train,5166.tif,0.481109,18.5407
train,5167.tif,0.555173,21.5079
train,5168.tif,0.547038,20.4002
train,5169.tif,0.539539,20.0505
train,517.tif,0.540573,19.7697
train,5170.tif,0.58147,22.7192
train,5171.tif,0.568184,21.844
train,5172.tif,0.5813,22.3892
train,5173.tif,0.579395,19.5032
train,5174.tif,0.598199,19.95
train,5175.tif,0.701024,23.3526
train,5176.tif,0.631033,22.0169
train,5177.tif,0.589722,21.0541
train,5178.tif,0.582041,19.7555
train,5179.tif,0.516182,20.7824
train,518.tif,0.438912,18.0537
train,5180.tif,0.62948,20.9773
train,5181.tif,0.551545,19.2833
train,5182.tif,0.505074,19.4969
train,5183.tif,0.609827,20.0158
