split,file,ssim,psnr
val,3889.tif,0.523295,19.6957
val,389.tif,0.446849,16.045
val,3890.tif,0.619527,20.3346
val,3891.tif,0.670452,22.8644
val,3892.tif,0.624536,19.2334
val,3893.tif,0.5807,21.3597
val,3894.tif,0.554738,18.1576
val,3895.tif,0.610687,20.572
val,3896.tif,0.669076,19.3223
val,3897.tif,0.654862,18.2227
val,3898.tif,0.616598,23.0286
val,3899.tif,0.678493,16.6452
val,39.tif,0.545824,19.6246
val,390.tif,0.525501,18.6667
val,3900.tif,0.575,19.223
val,3901.tif,0.524751,19.5934
val,3902.tif,0.53941,19.3729
val,3903.tif,0.631342,20.3177
val,3904.tif,0.604899,20.4644
val,3905.tif,0.560281,17.9286
val,3906.tif,0.691376,17.8651
val,3907.tif,0.544336,19.0373
val,3908.tif,0.636237,19.2584
val,3909.tif,0.522117,18.7996
val,391.tif,0.489564,18.1453
val,3910.tif,0.497868,18.3455
val,3911.tif,0.632923,21.2726
val,3912.tif,0.636329,23.909
val,3913.tif,0.508214,17.6217
val,3914.tif,0.525671,19.6463
val,3915.tif,0.536171,20.5606
val,3916.tif,0.522394,19.4017
val,3917.tif,0.672799,21.2437
val,3918.tif,0.668099,19.6246
val,3919.tif,0.624602,20.2016
val,392.tif,0.617217,21.6169
val,3920.tif,0.566817,17.8742
val,3921.tif,0.587336,19.4953
val,3922.tif,0.626305,19.6171
val,3923.tif,0.48548,18.0879
val,3924.tif,0.58583,17.7029
val,3925.tif,0.550084,19.8915
val,3926.tif,0.729975,17.9624
val,3927.tif,0.541056,18.1931
val,3928.tif,0.613749,17.0742
val,3929.tif,0.579097,19.3406
val,393.tif,0.547128,16.4312
val,3930.tif,0.591198,22.3039
val,3931.tif,0.392897,18.0458
val,3932.tif,0.465845,18.4041
val,3933.tif,0.606651,20.8943
val,3934.tif,0.632395,19.6938
val,3935.tif,0.554479,19.5415
val,3936.tif,0.590133,18.568
val,3937.tif,0.632524,21.4799
val,3938.tif,0.572991,19.6223
val,3939.tif,0.487546,18.4386
val,394.tif,0.540667,19.2476
val,3940.tif,0.551351,18.6801
val,3941.tif,0.585168,19.5056
val,3942.tif,0.724096,22.9461
val,3943.tif,0.551318,20.622
val,3944.tif,0.74098,23.6784
val,3945.tif,0.667978,22.2935
val,3946.tif,0.627241,21.1587
val,3947.tif,0.53903,19.7278
val,3948.tif,0.58684,20.3103
val,3949.tif,0.516899,20.3591
val,395.tif,0.502006,19.4881
val,3950.tif,0.573791,20.9789
val,3951.tif,0.560797,20.1883
val,3952.tif,0.556086,19.8372
val,3953.tif,0.613295,20.2369
val,3954.tif,0.647628,21.5719
val,3955.tif,0.519093,20.2264
val,3956.tif,0.596522,19.0508
val,3957.tif,0.557157,20.6793
val,3958.tif,0.631926,19.0058
val,3959.tif,0.629463,20.2127
val,396.tif,0.625974,21.9454
val,3960.tif,0.548075,18.0587
val,3961.tif,0.592352,21.0241
val,3962.tif,0.505938,18.7775
val,3963.tif,0.643144,21.544
val,3964.tif,0.626552,21.8106
val,3965.tif,0.546277,20.5854
val,3966.tif,0.391629,16.2113
val,3967.tif,0.494438,19.1172
val,3968.tif,0.600494,20.7956
val,3969.tif,0.572337,18.7603
val,397.tif,0.534207,20.1576
val,3970.tif,0.590273,17.7463
val,3971.tif,0.614881,20.1037
val,3972.tif,0.599491,20.6128
val,3973.tif,0.488176,19.6842
val,3974.tif,0.632396,20.4938
val,3975.tif,0.665006,21.9637
val,3976.tif,0.579918,19.2326
val,3977.tif,0.600049,19.0648
val,3978.tif,0.631051,22.3484
val,3979.tif,0.443066,18.4597
val,398.tif,0.475669,17.1968
val,3980.tif,0.728528,21.9959
val,3981.tif,0.656248,20.4734
val,3982.tif,0.584312,22.224
val,3983.tif,0.659652,20.0339
val,3984.tif,0.518402,19.9102
val,3985.tif,0.564802,21.3593
val,3986.tif,0.577791,20.5222
val,3987.tif,0.611499,20.1334
val,3988.tif,0.522999,18.7945
val,3989.tif,0.794152,26.2292
val,399.tif,0.676433,21.7391
val,3990.tif,0.642002,20.5089
val,3991.tif,0.74137,23.7481
val,3992.tif,0.397147,18.298
val,3993.tif,0.631429,19.5636
val,3994.tif,0.529663,20.4356
val,3995.tif,0.520458,20.8706
val,3996.tif,0.63456,20.142
val,3997.tif,0.492292,17.4778
val,3998.tif,0.53115,18.9134
val,3999.tif,0.565582,22.4638
val,4.tif,0.539177,19.5524
val,40.tif,0.504541,19.434
val,400.tif,0.455006,19.0915
val,4000.tif,0.58506,19.6899
val,4001.tif,0.745819,23.83
val,4002.tif,0.653642,20.845
val,4003.tif,0.771015,23.0057
val,4004.tif,0.559653,19.1232
val,4005.tif,0.4676,17.5509
val,4006.tif,0.586977,19.1631
val,4007.tif,0.580667,19.8559
val,4008.tif,0.758074,24.1548
val,4009.tif,0.483937,18.3347
val,401.tif,0.581123,18.4679
val,4010.tif,0.67492,23.7256
val,4011.tif,0.582094,20.0331
val,4012.tif,0.573369,20.6462
val,4013.tif,0.634052,21.2127
val,4014.tif,0.578131,18.4911
val,4015.tif,0.488192,18.8506
val,4016.tif,0.560856,19.683
val,4017.tif,0.627229,19.7395
val,4018.tif,0.68392,21.9068
val,4019.tif,0.586414,21.5763
val,402.tif,0.467198,16.6855
val,4020.tif,0.504219,18.5577
val,4021.tif,0.59577,20.6802
val,4022.tif,0.517885,19.6691
val,4023.tif,0.63484,22.0165
val,4024.tif,0.620345,19.7306
val,4025.tif,0.621467,20.4796
val,4026.tif,0.576924,19.442
val,4027.tif,0.498242,18.6355
val,4028.tif,0.451342,19.0369
val,4029.tif,0.65325,20.9169
val,403.tif,0.571386,20.0114
val,4030.tif,0.574791,23.2348
val,4031.tif,0.64088,23.6694
val,4032.tif,0.5293,16.6765
val,4033.tif,0.556128,19.8505
val,4034.tif,0.613407,21.414
val,4035.tif,0.584641,21.8567
val,4036.tif,0.471581,17.8729
val,4037.tif,0.536527,18.533
val,4038.tif,0.768461,24.8187
val,4039.tif,0.573002,19.2803
val,404.tif,0.516458,20.0614
val,4040.tif,0.485083,19.4451
val,4041.tif,0.622218,21.378
val,4042.tif,0.218523,16.0069
val,4043.tif,0.5554,20.8199
val,4044.tif,0.578313,21.2243
val,4045.tif,0.612282,20.5823
val,4046.tif,0.567106,20.9084
val,4047.tif,0.490116,19.0096
val,4048.tif,0.600326,20.9509
val,4049.tif,0.493695,20.4847
val,405.tif,0.466764,19.1114
val,4050.tif,0.543611,20.3116
val,4051.tif,0.501955,16.6473
val,4052.tif,0.755732,23.3646
val,4053.tif,0.608113,21.2023
val,4054.tif,0.766533,24.0458
val,4055.tif,0.488218,18.6663
val,4056.tif,0.575229,20.5919
val,4057.tif,0.610386,17.8681
val,4058.tif,0.743835,25.3787
val,4059.tif,0.569053,19.5923
val,406.tif,0.588616,19.503
val,4060.tif,0.662511,23.0868
val,4061.tif,0.530994,18.7198
val,4062.tif,0.52841,19.8504
val,4063.tif,0.600339,19.4303
val,4064.tif,0.498211,20.2143
val,4065.tif,0.540413,19.8506
val,4066.tif,0.422501,16.8991
val,4067.tif,0.592987,21.3641
val,4068.tif,0.438747,18.246
val,4069.tif,0.470305,19.1721
val,407.tif,0.500683,18.033
val,4070.tif,0.478404,19.5134
val,4071.tif,0.642654,20.5231
val,4072.tif,0.441715,18.0211
val,4073.tif,0.680643,21.6532
val,4074.tif,0.663475,21.6339
val,4075.tif,0.614894,20.4563
val,4076.tif,0.69781,22.3626
val,4077.tif,0.618612,22.3556
val,4078.tif,0.519396,18.8406
val,4079.tif,0.608789,20.743
val,408.tif,0.517125,18.0377
val,4080.tif,0.506631,19.1128
val,4081.tif,0.594871,22.3177
val,4082.tif,0.54947,19.5067
val,4083.tif,0.714883,22.3179
val,4084.tif,0.571751,19.3379
val,4085.tif,0.510955,19.2753
val,4086.tif,0.744526,24.5525
val,4087.tif,0.574519,21.068
val,4088.tif,0.409993,18.7124
val,4089.tif,0.606171,21.2153
val,409.tif,0.446375,18.0252
val,4090.tif,0.460193,17.7847
val,4091.tif,0.60036,21.1908
val,4092.tif,0.536337,18.7326
val,4093.tif,0.622702,19.8762
val,4094.tif,0.596527,19.7175
val,4095.tif,0.548108,18.3578
val,4096.tif,0.568493,20.5027
val,4097.tif,0.616807,21.174
val,4098.tif,0.579346,20.2656
val,4099.tif,0.572586,20.9887
val,41.tif,0.486923,18.4697
val,410.tif,0.620876,22.5138
val,4100.tif,0.623341,21.5144
val,4101.tif,0.52275,18.454
val,4102.tif,0.723874,21.0063
val,4103.tif,0.446714,17.4364
val,4104.tif,0.564356,21.2602
val,4105.tif,0.510724,19.3729
val,4106.tif,0.364795,16.7792
val,4107.tif,0.48585,18.3453
val,4108.tif,0.595688,21.0442
val,4109.tif,0.610786,21.0466
val,411.tif,0.489431,18.7041
val,4110.tif,0.587431,20.8046
val,4111.tif,0.627573,22.375
val,4112.tif,0.622573,22.5181
val,4113.tif,0.660422,19.9913
val,4114.tif,0.442325,18.8831
val,4115.tif,0.561485,19.7482
val,4116.tif,0.469954,18.7497
val,4117.tif,0.733138,23.8997
val,4118.tif,0.549809,20.1743
val,4119.tif,0.616037,21.2869
val,412.tif,0.528688,18.8711
val,4120.tif,0.755383,23.7461
val,4121.tif,0.501946,18.9159
val,4122.tif,0.625619,20.1057
val,4123.tif,0.655808,23.3224
val,4124.tif,0.615658,19.8479
val,4125.tif,0.57755,22.2613
val,4126.tif,0.604575,21.4957
val,4127.tif,0.641697,23.0472
val,4128.tif,0.795368,25.6476
val,4129.tif,0.473047,18.0454
val,413.tif,0.632805,20.9701
val,4130.tif,0.506974,18.1669
val,4131.tif,0.668613,23.0173
val,4132.tif,0.637673,23.1379
val,4133.tif,0.470117,16.8279
val,4134.tif,0.473415,14.9759
val,4135.tif,0.55461,19.2896
val,4136.tif,0.611803,20.7683
val,4137.tif,0.565293,20.1155
val,4138.tif,0.54077,20.3554
val,4139.tif,0.622455,20.7955
val,414.tif,0.64441,20.7199
val,4140.tif,0.603135,20.9757
val,4141.tif,0.548699,19.9911
val,4142.tif,0.575509,20.1694
val,4143.tif,0.603394,20.1081
val,4144.tif,0.535781,19.3965
val,4145.tif,0.580813,21.2289
val,4146.tif,0.630432,21.2487
val,4147.tif,0.463851,19.161
val,4148.tif,0.555553,20.1292
val,4149.tif,0.471961,18.7699
val,415.tif,0.466137,18.2798
val,4150.tif,0.679508,20.897
val,4151.tif,0.42895,18.4858
val,4152.tif,0.577189,19.9319
val,4153.tif,0.576413,21.6167
val,4154.tif,0.520705,19.1449
val,4155.tif,0.519139,19.8881
val,4156.tif,0.646265,21.2646
val,4157.tif,0.470104,18.2294
val,4158.tif,0.519148,19.0906
val,4159.tif,0.637149,20.972
val,416.tif,0.618968,22.3829
val,4160.tif,0.667063,22.8209
val,4161.tif,0.63866,20.8588
val,4162.tif,0.528897,19.1468
val,4163.tif,0.627957,21.9932
val,4164.tif,0.612408,22.1377
val,4165.tif,0.725821,23.1389
val,4166.tif,0.612106,20.5105
val,4167.tif,0.645359,21.6527
val,4168.tif,0.468331,19.9853
val,4169.tif,0.532327,17.4121
val,417.tif,0.571153,20.3854
val,4170.tif,0.627886,21.2287
val,4171.tif,0.570083,20.1042
val,4172.tif,0.4688,19.0089
val,4173.tif,0.553406,20.2298
val,4174.tif,0.568913,18.9355
val,4175.tif,0.561207,21.5074
val,4176.tif,0.677355,21.4893
val,4177.tif,0.605339,21.384
val,4178.tif,0.54921,19.8176
val,4179.tif,0.577426,19.23
val,418.tif,0.478892,17.7995
val,4180.tif,0.57333,19.6142
val,4181.tif,0.831577,25.5309
val,4182.tif,0.570126,20.7855
val,4183.tif,0.636187,21.5351
val,4184.tif,0.654372,20.9361
val,4185.tif,0.607532,19.7278
val,4186.tif,0.498704,20.0887
val,4187.tif,0.613846,20.4673
val,4188.tif,0.621585,19.5093
val,4189.tif,0.43419,18.0934
val,419.tif,0.588409,21.4406
val,4190.tif,0.506073,18.9677
val,4191.tif,0.597179,20.4516
val,4192.tif,0.589048,20.2948
val,4193.tif,0.408679,15.4227
val,4194.tif,0.608094,20.7256
val,4195.tif,0.587353,19.0906
val,4196.tif,0.65402,21.7181
val,4197.tif,0.68046,21.9145
val,4198.tif,0.492253,19.2787
val,4199.tif,0.597157,20.4636
val,42.tif,0.55967,18.0756
val,420.tif,0.679374,22.0591
val,4200.tif,0.607317,20.3667
val,4201.tif,0.595026,21.1111
val,4202.tif,0.604938,21.2792
val,4203.tif,0.462692,16.1009
val,4204.tif,0.597566,22.5582
val,4205.tif,0.516509,18.7445
val,4206.tif,0.647878,20.6674
val,4207.tif,0.533696,18.4695
val,4208.tif,0.530239,20.3922
val,4209.tif,0.729986,23.3941
val,421.tif,0.562283,20.6165
val,4210.tif,0.498212,19.4582
val,4211.tif,0.576942,19.881
val,4212.tif,0.574694,19.9375
val,4213.tif,0.593434,18.1806
val,4214.tif,0.603953,20.3113
val,4215.tif,0.531085,19.7744
val,4216.tif,0.589763,20.2425
val,4217.tif,0.486603,17.5909
val,4218.tif,0.619116,19.5156
val,4219.tif,0.342556,16.2421
val,422.tif,0.482207,18.1765
val,4220.tif,0.630022,19.9156
val,4221.tif,0.613102,19.582
val,4222.tif,0.593033,21.0498
val,4223.tif,0.510094,19.087
val,4224.tif,0.436833,16.186
val,4225.tif,0.699544,20.1131
val,4226.tif,0.588209,20.3246
val,4227.tif,0.705084,23.082
val,4228.tif,0.5184,18.2846
val,4229.tif,0.662987,22.2412
val,423.tif,0.606212,18.89
val,4230.tif,0.670099,22.0577
val,4231.tif,0.52557,20.0361
val,4232.tif,0.655475,22.7239
val,4233.tif,0.663501,21.914
val,4234.tif,0.492532,19.759
val,4235.tif,0.583686,18.9975
val,4236.tif,0.596635,20.2099
val,4237.tif,0.575043,19.7021
val,4238.tif,0.618131,21.8146
val,4239.tif,0.539042,19.1737
val,424.tif,0.575307,19.6516
val,4240.tif,0.610865,20.6988
val,4241.tif,0.597826,18.3833
val,4242.tif,0.519605,19.2835
val,4243.tif,0.519549,19.9639
val,4244.tif,0.531963,19.6989
val,4245.tif,0.583595,19.8436
val,4246.tif,0.530898,18.4822
val,4247.tif,0.692957,23.6704
val,4248.tif,0.520676,20.6474
val,4249.tif,0.786916,25.3417
val,425.tif,0.601224,22.0011
val,4250.tif,0.603896,20.9643
val,4251.tif,0.679743,23.7862
val,4252.tif,0.570883,21.5563
val,4253.tif,0.511219,19.357
val,4254.tif,0.584575,22.0407
val,4255.tif,0.72215,22.3446
val,4256.tif,0.661634,21.8439
val,4257.tif,0.523505,18.9782
val,4258.tif,0.600262,18.5751
val,4259.tif,0.521895,20.5694
val,426.tif,0.490464,16.718
val,4260.tif,0.768788,24.6376
val,4261.tif,0.607462,18.8497
val,4262.tif,0.625809,21.2681
val,4263.tif,0.691722,23.0664
val,4264.tif,0.64942,20.4963
val,4265.tif,0.516834,20.667
val,4266.tif,0.618799,20.7187
val,4267.tif,0.467013,18.9646
val,4268.tif,0.634617,22.844
val,4269.tif,0.786347,24.7377
val,427.tif,0.509688,19.0217
val,4270.tif,0.517451,19.878
val,4271.tif,0.532034,19.8861
val,4272.tif,0.588286,20.5365
val,4273.tif,0.485325,19.4296
val,4274.tif,0.615796,21.3481
val,4275.tif,0.74462,23.8146
val,4276.tif,0.533738,19.9268
val,4277.tif,0.504987,17.1097
val,4278.tif,0.503006,20.0451
val,4279.tif,0.641626,22.1817
val,428.tif,0.609809,20.9793
val,4280.tif,0.756014,24.4116
val,4281.tif,0.714518,24.1128
val,4282.tif,0.737453,24.5354
val,4283.tif,0.59569,20.8851
val,4284.tif,0.681215,23.1632
val,4285.tif,0.603702,21.7425
val,4286.tif,0.602802,22.9716
val,4287.tif,0.525028,19.1108
val,4288.tif,0.762618,23.6575
val,4289.tif,0.448294,18.6308
val,429.tif,0.552257,19.0886
val,4290.tif,0.562463,21.1567
val,4291.tif,0.720482,22.7853
val,4292.tif,0.239741,16.9909
val,4293.tif,0.476223,19.3749
val,4294.tif,0.486682,18.4132
val,4295.tif,0.450559,19.047
val,4296.tif,0.702931,21.0546
val,4297.tif,0.50042,19.3427
val,4298.tif,0.671228,20.9119
val,4299.tif,0.58091,21.3375
val,43.tif,0.604287,20.0908
val,430.tif,0.597438,20.8098
val,4300.tif,0.524855,20.9971
val,4301.tif,0.639394,23.188
val,4302.tif,0.52281,18.9378
val,4303.tif,0.496205,20.0946
val,4304.tif,0.575846,21.0092
val,4305.tif,0.540525,19.0342
val,4306.tif,0.478432,19.5187
val,4307.tif,0.572239,19.6957
val,4308.tif,0.499215,19.209
val,4309.tif,0.633697,22.6778
val,431.tif,0.528343,18.4858
val,4310.tif,0.47288,19.68
val,4311.tif,0.549553,19.35
val,4312.tif,0.510809,20.4057
val,4313.tif,0.547673,19.9791
val,4314.tif,0.649526,21.5676
val,4315.tif,0.505125,18.6465
val,4316.tif,0.48224,17.8996
val,4317.tif,0.490834,20.6468
val,4318.tif,0.63679,21.9683
val,4319.tif,0.57903,22.2072
val,432.tif,0.753897,20.2168
val,4320.tif,0.492611,17.2342
val,4321.tif,0.463829,19.85
val,4322.tif,0.687211,24.0844
val,4323.tif,0.486939,17.6956
val,4324.tif,0.830039,25.1255
val,4325.tif,0.451163,18.5749
val,4326.tif,0.470575,19.62
val,4327.tif,0.667499,22.2522
val,4328.tif,0.5152,18.7537
val,4329.tif,0.521066,20.414
val,433.tif,0.573867,19.7583
val,4330.tif,0.623142,23.4464
val,4331.tif,0.556319,20.9808
val,4332.tif,0.444368,18.1484
val,4333.tif,0.503086,17.6927
val,4334.tif,0.539189,21.2406
val,4335.tif,0.452556,19.6484
val,4336.tif,0.536309,19.2538
val,4337.tif,0.539932,18.7617
val,4338.tif,0.573617,21.6291
val,4339.tif,0.475735,17.7323
val,434.tif,0.471275,17.8653
val,4340.tif,0.465688,17.4619
val,4341.tif,0.556649,18.2389
val,4342.tif,0.6533,24.0206
val,4343.tif,0.773922,24.051
val,4344.tif,0.576866,21.5611
val,4345.tif,0.740564,25.3923
val,4346.tif,0.547451,20.3131
val,4347.tif,0.629663,19.6805
val,4348.tif,0.650971,20.8165
val,4349.tif,0.65254,20.9629
val,435.tif,0.497997,20.5352
val,4350.tif,0.528095,19.5811
val,4351.tif,0.504235,19.0983
val,4352.tif,0.474103,17.4853
val,4353.tif,0.511821,20.4149
val,4354.tif,0.461268,18.7582
val,4355.tif,0.612808,22.7306
val,4356.tif,0.492551,18.4672
val,4357.tif,0.586836,18.8264
val,4358.tif,0.742458,25.3284
val,4359.tif,0.669439,22.679
val,436.tif,0.584033,17.0823
val,4360.tif,0.514809,18.955
val,4361.tif,0.672427,23.5477
val,4362.tif,0.487259,18.9912
val,4363.tif,0.553868,21.6262
val,4364.tif,0.531054,19.1293
val,4365.tif,0.712936,21.5692
val,4366.tif,0.456417,19.0034
val,4367.tif,0.553526,17.6025
val,4368.tif,0.584047,20.9895
val,4369.tif,0.79074,24.8021
val,437.tif,0.514316,20.7934
val,4370.tif,0.641169,21.1252
val,4371.tif,0.546656,19.4023
val,4372.tif,0.438147,18.7262
val,4373.tif,0.468095,16.8342
val,4374.tif,0.698484,23.4298
val,4375.tif,0.674095,21.3243
val,4376.tif,0.539116,18.8441
val,4377.tif,0.532099,20.2121
val,4378.tif,0.632972,19.715
val,4379.tif,0.608221,17.032
val,438.tif,0.594159,20.3905
val,4380.tif,0.508276,19.4441
val,4381.tif,0.500798,20.3112
val,4382.tif,0.549494,19.2668
val,4383.tif,0.551136,20.4018
val,4384.tif,0.572423,18.8699
val,4385.tif,0.594292,20.1989
val,4386.tif,0.55086,19.9213
val,4387.tif,0.503128,20.5214
val,4388.tif,0.496249,18.9216
val,4389.tif,0.528334,19.7127
val,439.tif,0.583825,20.4122
val,4390.tif,0.720275,24.1506
val,4391.tif,0.486674,19.081
val,4392.tif,0.520015,17.601
val,4393.tif,0.511994,19.5259
val,4394.tif,0.590451,22.2453
val,4395.tif,0.608319,19.5412
val,4396.tif,0.53602,18.5722
val,4397.tif,0.580897,18.9257
val,4398.tif,0.529781,20.1238
val,4399.tif,0.517357,20.9388
val,44.tif,0.507911,19.0833
val,440.tif,0.574857,16.3231
val,4400.tif,0.6183,23.1294
val,4401.tif,0.524226,17.2432
val,4402.tif,0.569578,21.511
val,4403.tif,0.620714,21.6027
val,4404.tif,0.562653,21.1443
val,4405.tif,0.656857,21.9582
val,4406.tif,0.428261,19.2109
val,4407.tif,0.536485,20.1449
val,4408.tif,0.619725,19.6625
val,4409.tif,0.638178,21.5999
val,441.tif,0.518674,18.3834
val,4410.tif,0.667778,21.1789
val,4411.tif,0.520532,20.3492
val,4412.tif,0.56729,21.5986
val,4413.tif,0.536785,16.7272
val,4414.tif,0.628787,21.4534
val,4415.tif,0.597201,21.2133
val,4416.tif,0.567138,19.775
val,4417.tif,0.488549,19.234
val,4418.tif,0.487555,19.5902
val,4419.tif,0.560602,21.6615
val,442.tif,0.488681,17.4372
val,4420.tif,0.489133,17.5566
val,4421.tif,0.581076,21.3492
val,4422.tif,0.559803,19.868
val,4423.tif,0.567853,19.7978
val,4424.tif,0.541643,20.4479
val,4425.tif,0.494006,19.1215
val,4426.tif,0.365358,20.5081
val,4427.tif,0.571202,21.2355
val,4428.tif,0.716406,21.7523
val,4429.tif,0.626166,21.1304
val,443.tif,0.522071,17.4621
val,4430.tif,0.548914,19.767
val,4431.tif,0.645212,23.5615
val,4432.tif,0.711969,23.8129
val,4433.tif,0.654942,22.0986
val,4434.tif,0.456433,18.9814
val,4435.tif,0.626657,21.0709
val,4436.tif,0.605427,20.5403
val,4437.tif,0.511328,19.7669
val,4438.tif,0.702686,23.1328
val,4439.tif,0.545676,21.1433
val,444.tif,0.508878,19.085
val,4440.tif,0.619468,21.4592
val,4441.tif,0.742583,21.5317
val,4442.tif,0.471285,18.4499
val,4443.tif,0.525931,20.6486
val,4444.tif,0.580492,19.4477
val,4445.tif,0.615163,20.9252
val,4446.tif,0.584107,19.1577
val,4447.tif,0.654796,20.3116
val,4448.tif,0.612775,21.6437
val,4449.tif,0.572036,19.635
val,445.tif,0.485334,15.3481
val,4450.tif,0.542361,17.3428
val,4451.tif,0.665054,22.0924
val,4452.tif,0.495447,18.3679
val,4453.tif,0.48962,17.8779
val,4454.tif,0.555479,20.6036
val,4455.tif,0.518667,19.6657
val,4456.tif,0.52396,20.0183
val,4457.tif,0.556675,19.5076
val,4458.tif,0.605373,20.9345
val,4459.tif,0.584836,17.3842
val,446.tif,0.539601,14.971
val,4460.tif,0.488419,17.2346
val,4461.tif,0.544766,18.4332
val,4462.tif,0.655069,20.6221
val,4463.tif,0.569438,19.5404
val,4464.tif,0.592888,19.4415
val,4465.tif,0.665078,21.7611
val,4466.tif,0.539522,20.1001
val,4467.tif,0.421768,19.6373
val,4468.tif,0.574933,20.1508
val,4469.tif,0.624591,21.8098
val,447.tif,0.507078,18.2702
val,4470.tif,0.578496,20.2115
val,4471.tif,0.502922,20.0413
val,4472.tif,0.691857,23.5585
val,4473.tif,0.70769,18.0419
val,4474.tif,0.534357,19.808
val,4475.tif,0.541058,18.2875
val,4476.tif,0.459707,19.2394
val,4477.tif,0.502888,16.7764
val,4478.tif,0.588491,20.2362
val,4479.tif,0.621459,21.1323
val,448.tif,0.596261,20.9249
val,4480.tif,0.488155,19.943
val,4481.tif,0.436501,18.6294
val,4482.tif,0.526242,19.3047
val,4483.tif,0.453827,18.2243
val,4484.tif,0.606531,21.066
val,4485.tif,0.612851,20.8179
val,4486.tif,0.608275,21.9307
val,4487.tif,0.607918,20.5272
val,4488.tif,0.572484,18.0661
val,4489.tif,0.558526,21.2357
val,449.tif,0.540091,18.2692
val,4490.tif,0.510374,19.5964
val,4491.tif,0.497061,19.0165
val,4492.tif,0.619891,21.1503
val,4493.tif,0.654626,22.7125
val,4494.tif,0.677712,20.7344
val,4495.tif,0.673112,20.9381
val,4496.tif,0.618286,20.2871
val,4497.tif,0.641379,21.8218
val,4498.tif,0.589011,21.3335
val,4499.tif,0.628419,21.7851
val,45.tif,0.573407,20.5774
val,450.tif,0.466894,17.9494
val,4500.tif,0.609786,17.9572
val,4501.tif,0.814526,23.7298
val,4502.tif,0.569765,20.6226
val,4503.tif,0.538166,19.7
val,4504.tif,0.518151,17.1274
val,4505.tif,0.565722,20.0961
val,4506.tif,0.704654,20.2964
val,4507.tif,0.545915,18.4222
val,4508.tif,0.641923,21.5677
val,4509.tif,0.427632,18.7813
val,451.tif,0.636753,21.3584
val,4510.tif,0.639991,20.7984
val,4511.tif,0.546947,19.5204
val,4512.tif,0.615173,21.157
val,4513.tif,0.651358,20.4291
val,4514.tif,0.55758,20.6269
val,4515.tif,0.523829,18.8193
val,4516.tif,0.610894,22.0066
val,4517.tif,0.516369,19.1968
val,4518.tif,0.581245,19.0924
val,4519.tif,0.553791,19.4169
val,452.tif,0.55521,20.6268
val,4520.tif,0.515892,19.3204
val,4521.tif,0.563806,20.6824
val,4522.tif,0.603326,21.5146
val,4523.tif,0.526136,20.0311
val,4524.tif,0.690055,22.0385
val,4525.tif,0.589083,20.3492
val,4526.tif,0.622262,22.8757
val,4527.tif,0.45801,17.7988
val,4528.tif,0.615661,21.5738
val,4529.tif,0.468167,19.2283
val,453.tif,0.442325,16.1081
val,4530.tif,0.631465,20.812
val,4531.tif,0.596847,21.5796
val,4532.tif,0.593666,20.4296
val,4533.tif,0.600218,21.6669
val,4534.tif,0.764282,21.3785
val,4535.tif,0.609872,21.8515
val,4536.tif,0.578499,19.9821
val,4537.tif,0.574181,18.0635
val,4538.tif,0.631765,22.4353
val,4539.tif,0.674521,21.9482
val,454.tif,0.43632,16.8672
val,4540.tif,0.603143,21.605
val,4541.tif,0.494553,18.1606
val,4542.tif,0.650006,22.1866
val,4543.tif,0.465021,19.031
val,4544.tif,0.475595,18.3596
val,4545.tif,0.591304,21.5913
val,4546.tif,0.596217,20.5376
