file,ssim,psnr,lpips
2205.tif,0.544685,22.9195,0.251275
2206.tif,0.649101,24.1095,0.239835
2207.tif,0.594165,22.3354,0.238439
2208.tif,0.596942,22.038,0.238716
2209.tif,0.397959,20.0189,0.459268
221.tif,0.50794,20.8602,0.253184
2210.tif,0.65834,22.1812,0.366069
2211.tif,0.506345,22.1856,0.28643
2212.tif,0.635918,23.5113,0.22701
2213.tif,0.663113,24.0338,0.238394
2214.tif,0.614378,23.5062,0.237577
2215.tif,0.655414,24.019,0.267751
2216.tif,0.66359,21.585,0.247216
2217.tif,0.630322,22.3379,0.244714
2218.tif,0.563341,20.4921,0.23307
2219.tif,0.488194,20.1614,0.280252
222.tif,0.467329,20.2879,0.276264
2220.tif,0.595628,20.2614,0.251717
2221.tif,0.550009,21.8751,0.263302
2222.tif,0.508055,22.1079,0.420122
2223.tif,0.772053,25.3513,0.237291
2224.tif,0.610639,23.0889,0.236786
2225.tif,0.558321,22.2653,0.237159
2226.tif,0.62208,23.2992,0.246613
2227.tif,0.592829,21.7545,0.261623
2228.tif,0.572314,22.7481,0.222236
2229.tif,0.64645,23.4514,0.284873
223.tif,0.427514,19.2106,0.292309
2230.tif,0.572364,22.7693,0.225923
2231.tif,0.564249,21.8054,0.330607
2232.tif,0.668983,23.9792,0.212366
2233.tif,0.559655,22.6372,0.268051
2234.tif,0.662941,22.1779,0.24735
2235.tif,0.614361,23.9731,0.258099
2236.tif,0.571717,21.9025,0.22712
2237.tif,0.51536,17.3464,0.290411
2238.tif,0.636995,24.1201,0.264358
2239.tif,0.685769,22.8594,0.224401
224.tif,0.465556,18.593,0.301982
2240.tif,0.561832,22.2402,0.25377
2241.tif,0.601904,22.3327,0.239027
2242.tif,0.640042,24.2616,0.30974
2243.tif,0.554216,20.9054,0.244689
2244.tif,0.604061,22.2645,0.268448
2245.tif,0.476062,21.9636,0.289061
2246.tif,0.58394,22.5747,0.275384
2247.tif,0.696714,21.7879,0.241381
2248.tif,0.672518,23.0512,0.21617
2249.tif,0.559972,21.2711,0.285251
225.tif,0.490628,20.5339,0.282645
2250.tif,0.516309,19.9895,0.276722
2251.tif,0.665695,23.0739,0.242921
2252.tif,0.545155,21.9127,0.245791
2253.tif,0.681919,24.2721,0.232441
2254.tif,0.606313,22.8742,0.27818
2255.tif,0.682427,23.4213,0.229347
2256.tif,0.618548,18.4027,0.284728
2257.tif,0.608187,21.4851,0.267502
2258.tif,0.675513,23.9332,0.220948
2259.tif,0.68492,23.5639,0.343093
226.tif,0.552079,20.839,0.259003
2260.tif,0.577133,20.5782,0.232125
2261.tif,0.596468,22.2968,0.287319
2262.tif,0.695047,23.5473,0.187005
2263.tif,0.697968,23.88,0.210506
2264.tif,0.688484,23.9552,0.240707
2265.tif,0.673038,23.9685,0.226863
2266.tif,0.652787,23.2132,0.201815
2267.tif,0.578286,20.9363,0.296364
2268.tif,0.663711,22.3063,0.231338
2269.tif,0.566325,21.4068,0.270033
227.tif,0.498409,20.0703,0.269411
2270.tif,0.565393,21.9805,0.246731
2271.tif,0.602317,23.6291,0.30965
2272.tif,0.637934,22.4329,0.297783
2273.tif,0.513887,20.7828,0.301993
2274.tif,0.551241,22.7533,0.288677
2275.tif,0.610249,21.7793,0.258032
2276.tif,0.636869,23.5362,0.249446
2277.tif,0.670514,23.3302,0.210961
2278.tif,0.63731,23.413,0.220899
2279.tif,0.682875,22.5226,0.278691
228.tif,0.549937,21.8317,0.299543
2280.tif,0.669474,23.9047,0.233613
2281.tif,0.655933,24.2063,0.206664
2282.tif,0.640701,23.5497,0.226902
2283.tif,0.634514,24.0693,0.283524
2284.tif,0.633869,23.5815,0.232126
2285.tif,0.578366,21.6459,0.246042
2286.tif,0.630862,21.7284,0.306606
2287.tif,0.682441,23.1995,0.191264
2288.tif,0.564466,21.6955,0.241952
2289.tif,0.595476,21.2068,0.246808
229.tif,0.490384,18.9898,0.360604
2290.tif,0.690914,23.4946,0.201136
2291.tif,0.627833,22.7384,0.242007
2292.tif,0.526398,22.2969,0.309701
2293.tif,0.598312,21.536,0.321594
2294.tif,0.610235,21.1659,0.239028
2295.tif,0.584164,21.8313,0.261227
2296.tif,0.704817,22.7696,0.186482
2297.tif,0.540172,21.9937,0.240711
2298.tif,0.516032,21.6023,0.244288
2299.tif,0.718115,24.1694,0.226607
23.tif,0.7446,22.5814,0.289432
230.tif,0.581796,19.4794,0.323373
2300.tif,0.588019,18.6432,0.278846
2301.tif,0.473106,19.8152,0.266387
2302.tif,0.73416,22.3214,0.20669
2303.tif,0.707116,23.0114,0.222692
2304.tif,0.640076,22.9448,0.250967
2305.tif,0.551839,20.052,0.308196
2306.tif,0.629454,22.5761,0.332028
2307.tif,0.537788,19.3725,0.282374
2308.tif,0.527404,20.9008,0.307178
2309.tif,0.581188,23.0525,0.262924
231.tif,0.448432,19.9363,0.26844
2310.tif,0.56851,22.0808,0.266183
2311.tif,0.586441,21.3602,0.266427
2312.tif,0.690797,23.7101,0.218513
2313.tif,0.611527,22.7516,0.245171
2314.tif,0.71071,22.9994,0.307653
2315.tif,0.588732,22.3918,0.237908
2316.tif,0.686756,19.6104,0.283507
2317.tif,0.638889,22.8991,0.254924
2318.tif,0.75099,25.2024,0.260505
2319.tif,0.680723,22.9994,0.229419
232.tif,0.484419,19.8459,0.287533
2320.tif,0.617425,23.5569,0.234021
2321.tif,0.544376,21.0269,0.281673
2322.tif,0.565576,20.7101,0.270019
2323.tif,0.504486,21.8124,0.259355
2324.tif,0.736569,25.6253,0.225756
2325.tif,0.655994,24.5616,0.209519
2326.tif,0.685761,25.0602,0.233097
2327.tif,0.556661,22.9053,0.246157
2328.tif,0.479425,18.8667,0.318106
2329.tif,0.622137,21.8211,0.232312
233.tif,0.540387,21.1442,0.283232
2330.tif,0.489575,21.7525,0.259763
2331.tif,0.592283,22.0943,0.23963
2332.tif,0.576333,20.845,0.285874
2333.tif,0.503137,21.5769,0.279018
2334.tif,0.700474,24.7491,0.231088
2335.tif,0.556427,23.1187,0.263217
2336.tif,0.533902,22.5007,0.242691
2337.tif,0.577587,23.0835,0.251429
2338.tif,0.484693,19.3653,0.279652
2339.tif,0.666263,21.5435,0.191445
234.tif,0.442226,19.7585,0.283098
2340.tif,0.651389,24.6453,0.269437
2341.tif,0.730009,25.6249,0.270556
2342.tif,0.592041,21.8705,0.256588
2343.tif,0.687728,24.4942,0.215008
2344.tif,0.562769,22.6716,0.260099
2345.tif,0.668298,22.9392,0.240657
2346.tif,0.504893,21.214,0.279443
2347.tif,0.543124,20.1371,0.296918
2348.tif,0.651012,23.5889,0.209455
2349.tif,0.615975,22.8399,0.254566
235.tif,0.502036,20.3806,0.269328
2350.tif,0.661239,23.1233,0.261424
2351.tif,0.547529,21.7365,0.251187
2352.tif,0.674224,22.8471,0.195169
2353.tif,0.557155,21.5813,0.258273
2354.tif,0.556166,22.1905,0.240567
2355.tif,0.575507,22.5285,0.233864
2356.tif,0.58279,21.9424,0.286388
2357.tif,0.598168,21.4822,0.276708
2358.tif,0.730141,24.5155,0.231494
2359.tif,0.572589,21.409,0.249633
236.tif,0.595733,21.6815,0.268093
2360.tif,0.537921,22.6807,0.269624
2361.tif,0.534466,20.9546,0.272108
2362.tif,0.577146,20.6521,0.232379
2363.tif,0.654407,23.9207,0.246851
2364.tif,0.687699,24.1017,0.238348
2365.tif,0.672106,23.5336,0.246578
2366.tif,0.542874,20.1974,0.29516
2367.tif,0.577881,22.9289,0.318458
2368.tif,0.674846,23.9492,0.274964
2369.tif,0.740495,24.6958,0.214
237.tif,0.528086,21.8965,0.27331
2370.tif,0.587885,23.0364,0.246855
2371.tif,0.578676,22.7568,0.277883
2372.tif,0.610629,24.7243,0.24574
2373.tif,0.568438,20.2945,0.261145
2374.tif,0.544643,22.3528,0.292385
2375.tif,0.565066,21.9088,0.262121
2376.tif,0.552613,20.8832,0.273526
2377.tif,0.664671,24.2094,0.212235
2378.tif,0.563791,21.3843,0.305771
2379.tif,0.551626,21.9023,0.257018
238.tif,0.445434,19.8399,0.272799
2380.tif,0.487328,20.7337,0.263703
2381.tif,0.6935,23.315,0.224916
2382.tif,0.596236,21.287,0.260708
2383.tif,0.510295,21.5392,0.25415
2384.tif,0.629296,23.1026,0.207881
2385.tif,0.654065,23.8353,0.24115
2386.tif,0.714499,24.6793,0.214434
2387.tif,0.606116,22.851,0.216306
2388.tif,0.575857,21.8559,0.268688
2389.tif,0.594041,21.8035,0.255804
239.tif,0.48929,20.2985,0.286247
2390.tif,0.563845,23.1316,0.262988
2391.tif,0.67021,23.4741,0.276058
2392.tif,0.522332,19.5193,0.290246
2393.tif,0.518936,22.5622,0.251134
2394.tif,0.72772,24.4503,0.345099
2395.tif,0.617019,23.1497,0.262457
2396.tif,0.57117,21.9321,0.242391
2397.tif,0.658023,21.6883,0.260117
2398.tif,0.642174,21.7423,0.269301
2399.tif,0.488421,18.5709,0.29441
24.tif,0.64581,22.1461,0.257293
240.tif,0.481777,20.0027,0.286332
2400.tif,0.608029,22.2345,0.241705
2401.tif,0.653981,22.1493,0.228452
2402.tif,0.605818,22.8767,0.241002
2403.tif,0.590955,20.5145,0.255897
2404.tif,0.635495,22.5579,0.233658
2405.tif,0.55068,21.3951,0.228515
2406.tif,0.641042,21.0352,0.270616
2407.tif,0.595488,21.7863,0.238309
2408.tif,0.656933,23.7231,0.257519
2409.tif,0.687117,23.9351,0.205191
241.tif,0.77446,24.2773,0.272472
2410.tif,0.657082,23.3095,0.229503
2411.tif,0.679872,24.2173,0.252129
2412.tif,0.631504,23.2169,0.249119
2413.tif,0.605016,22.359,0.291226
2414.tif,0.484127,19.2666,0.325549
2415.tif,0.619412,22.6981,0.236958
2416.tif,0.688299,25.3494,0.238732
2417.tif,0.50128,20.4674,0.278129
2418.tif,0.741799,23.4773,0.231178
2419.tif,0.557405,21.4515,0.238599
242.tif,0.557167,20.7053,0.284902
2420.tif,0.552893,22.4433,0.29795
2421.tif,0.612361,21.3289,0.297032
2422.tif,0.580427,23.385,0.234031
2423.tif,0.678083,24.1316,0.220085
2424.tif,0.549748,22.7425,0.227343
2425.tif,0.489331,20.9796,0.29272
2426.tif,0.616997,23.5734,0.226915
2427.tif,0.611056,22.2022,0.281772
2428.tif,0.618843,24.964,0.257945
2429.tif,0.477707,20.8072,0.243842
243.tif,0.799669,23.7921,0.209423
2430.tif,0.532719,21.2092,0.258711
2431.tif,0.579801,22.2008,0.238742
2432.tif,0.68985,23.8349,0.22716
2433.tif,0.678902,24.7892,0.229872
2434.tif,0.550453,22.8953,0.260796
2435.tif,0.667142,23.8402,0.256292
2436.tif,0.600803,22.148,0.304899
2437.tif,0.596453,22.4265,0.261229
2438.tif,0.562386,22.4982,0.276612
2439.tif,0.539549,21.2575,0.241744
244.tif,0.506736,20.0847,0.254168
2440.tif,0.691032,23.8554,0.206183
2441.tif,0.572352,21.9989,0.227956
2442.tif,0.522765,23.1969,0.280766
2443.tif,0.78844,24.4818,0.26496
2444.tif,0.492164,20.522,0.270765
2445.tif,0.540214,22.3734,0.255924
2446.tif,0.582339,21.648,0.266384
2447.tif,0.714813,25.1548,0.22736
2448.tif,0.552886,21.5886,0.284061
2449.tif,0.632331,21.2478,0.219225
245.tif,0.610815,21.8134,0.243817
2450.tif,0.535465,21.9086,0.240581
2451.tif,0.521623,20.833,0.25312
2452.tif,0.659748,23.4651,0.241641
2453.tif,0.66074,24.1024,0.225144
2454.tif,0.670171,24.2273,0.228888
2455.tif,0.499913,19.3628,0.276428
2456.tif,0.6718,24.3502,0.269965
2457.tif,0.540365,21.1429,0.261029
2458.tif,0.708354,24.507,0.238124
2459.tif,0.585648,22.31,0.271908
246.tif,0.57809,20.9444,0.284191
2460.tif,0.640516,24.3879,0.233486
2461.tif,0.543311,22.0334,0.254483
2462.tif,0.666999,24.124,0.257798
2463.tif,0.680345,22.2107,0.246204
2464.tif,0.661204,21.749,0.241076
2465.tif,0.681435,21.5576,0.264088
2466.tif,0.578156,23.0039,0.236722
2467.tif,0.618403,21.0575,0.262501
2468.tif,0.537016,20.2913,0.231456
2469.tif,0.631802,24.1039,0.275651
247.tif,0.474531,19.5235,0.280446
2470.tif,0.78981,23.9728,0.18699
2471.tif,0.703376,22.303,0.23513
2472.tif,0.655177,24.1961,0.250455
2473.tif,0.744258,24.8057,0.220339
2474.tif,0.444989,17.7029,0.338183
2475.tif,0.528666,21.5061,0.235819
2476.tif,0.50556,20.8733,0.289282
2477.tif,0.648991,23.7315,0.253851
2478.tif,0.654687,23.2334,0.218794
2479.tif,0.578424,21.3176,0.254888
248.tif,0.506043,20.1477,0.348285
2480.tif,0.56038,21.78,0.235162
2481.tif,0.655217,23.2879,0.249615
2482.tif,0.601208,21.68,0.259103
2483.tif,0.538068,21.6903,0.265898
2484.tif,0.657858,23.3667,0.219632
2485.tif,0.610253,19.9023,0.263909
2486.tif,0.592758,22.0978,0.230552
2487.tif,0.481532,21.9032,0.29704
2488.tif,0.605059,22.8024,0.233765
2489.tif,0.629313,23.2028,0.266069
249.tif,0.390438,19.9318,0.355202
2490.tif,0.565145,22.1573,0.255505
2491.tif,0.655477,23.576,0.250056
2492.tif,0.548243,18.6668,0.270513
2493.tif,0.65788,24.8361,0.269841
2494.tif,0.739993,21.787,0.243939
2495.tif,0.642867,22.5947,0.256672
2496.tif,0.590464,21.7163,0.265282
2497.tif,0.568817,21.3217,0.254999
2498.tif,0.650902,21.8399,0.246502
2499.tif,0.666019,23.329,0.247241
25.tif,0.56885,19.4194,0.29527
250.tif,0.522791,21.6364,0.282294
2500.tif,0.580892,22.6804,0.254039
2501.tif,0.62984,23.4516,0.230306
2502.tif,0.57176,23.008,0.249723
2503.tif,0.728665,23.9562,0.253268
2504.tif,0.609812,21.7955,0.277904
2505.tif,0.554686,22.5154,0.302583
2506.tif,0.771423,24.4621,0.261318
2507.tif,0.709458,23.7539,0.241817
2508.tif,0.668326,24.3571,0.256906
2509.tif,0.49821,20.6044,0.259265
251.tif,0.548304,21.5028,0.301764
2510.tif,0.594348,22.0809,0.251281
2511.tif,0.671621,22.7236,0.240647
2512.tif,0.539718,21.6062,0.258832
2513.tif,0.573499,21.4757,0.28945
2514.tif,0.651693,21.99,0.230144
2515.tif,0.69673,22.402,0.279173
2516.tif,0.643872,21.175,0.243487
2517.tif,0.632513,20.5618,0.250991
2518.tif,0.486813,20.1528,0.270784
2519.tif,0.574719,21.5716,0.237919
252.tif,0.521803,19.3627,0.281597
2520.tif,0.590854,19.7585,0.273519
2521.tif,0.544318,21.5463,0.253235
2522.tif,0.576296,21.1024,0.249957
2523.tif,0.627045,21.4345,0.265532
2524.tif,0.578656,22.0825,0.320973
2525.tif,0.581946,19.8097,0.238081
2526.tif,0.523844,20.8893,0.270219
2527.tif,0.577281,20.6991,0.242467
2528.tif,0.693172,24.9321,0.23191
2529.tif,0.601554,20.3796,0.252249
253.tif,0.548535,20.928,0.24274
2530.tif,0.699135,23.8136,0.202502
2531.tif,0.689116,24.7303,0.219123
2532.tif,0.496497,21.4264,0.258982
2533.tif,0.475218,19.9647,0.268476
2534.tif,0.640936,23.8419,0.23297
2535.tif,0.465361,17.2206,0.363857
2536.tif,0.62655,21.9618,0.280511
2537.tif,0.526386,21.3042,0.272208
2538.tif,0.592697,21.6951,0.253548
2539.tif,0.711263,24.64,0.23159
254.tif,0.484304,19.5195,0.280284
2540.tif,0.534331,20.1845,0.307752
2541.tif,0.724739,21.6773,0.249601
2542.tif,0.661146,22.4285,0.219153
2543.tif,0.717211,23.2584,0.225958
2544.tif,0.493573,20.5399,0.271937
2545.tif,0.631049,23.0662,0.244845
2546.tif,0.718428,24.4336,0.214574
2547.tif,0.662101,23.978,0.247977
2548.tif,0.627457,24.1255,0.296002
2549.tif,0.592044,22.243,0.283143
255.tif,0.513976,20.0799,0.307967
2550.tif,0.546209,20.8782,0.263218
2551.tif,0.519454,22.3039,0.269648
2552.tif,0.571792,23.0842,0.258698
2553.tif,0.517718,21.1434,0.269821
2554.tif,0.598949,21.9186,0.265549
2555.tif,0.536586,21.8909,0.287068
2556.tif,0.515647,19.532,0.324899
2557.tif,0.466034,19.657,0.278036
2558.tif,0.662668,23.9434,0.224494
2559.tif,0.659313,22.5233,0.208682
256.tif,0.462608,20.4899,0.332206
2560.tif,0.545434,20.2004,0.281
2561.tif,0.768258,26.1857,0.195445
2562.tif,0.683111,24.9655,0.247122
2563.tif,0.647243,23.6711,0.21498
2564.tif,0.675189,23.2458,0.253326
2565.tif,0.510274,20.5048,0.248591
2566.tif,0.522709,17.4562,0.294726
2567.tif,0.623482,22.2828,0.251116
2568.tif,0.627757,22.2725,0.222018
2569.tif,0.571746,22.578,0.252362
257.tif,0.443889,19.1559,0.312626
2570.tif,0.569054,21.3782,0.26706
2571.tif,0.643408,23.5547,0.235834
2572.tif,0.751245,23.9171,0.263846
2573.tif,0.648121,23.6554,0.252124
2574.tif,0.626359,20.5528,0.277754
2575.tif,0.608416,22.6564,0.259377
2576.tif,0.683431,23.2243,0.221411
2577.tif,0.635253,22.8868,0.2268
2578.tif,0.671287,20.9928,0.199889
2579.tif,0.622248,22.3158,0.240686
258.tif,0.635988,22.5246,0.304218
2580.tif,0.66305,24.2578,0.209846
2581.tif,0.239095,17.4777,0.539143
2582.tif,0.794637,26.0417,0.254614
2583.tif,0.623549,21.448,0.282827
2584.tif,0.694834,23.196,0.219905
2585.tif,0.606045,22.9728,0.278771
2586.tif,0.541384,18.8292,0.291133
2587.tif,0.537346,22.3397,0.273686
2588.tif,0.675916,24.1936,0.239051
2589.tif,0.643424,24.918,0.278584
259.tif,0.511234,19.5088,0.285379
2590.tif,0.65465,21.638,0.243241
2591.tif,0.664749,23.5582,0.206702
2592.tif,0.662786,24.3318,0.27419
2593.tif,0.579522,21.9359,0.255191
2594.tif,0.62822,22.8012,0.232805
2595.tif,0.651288,23.6041,0.244508
2596.tif,0.52021,23.0298,0.290735
2597.tif,0.673256,21.6643,0.215402
2598.tif,0.596695,20.3479,0.229146
2599.tif,0.73648,23.9325,0.25016
26.tif,0.604992,21.6543,0.261009
260.tif,0.464526,20.3324,0.271973
2600.tif,0.531029,19.8659,0.298892
2601.tif,0.622972,22.5455,0.228468
2602.tif,0.606517,22.8728,0.253087
2603.tif,0.547732,20.4474,0.307613
2604.tif,0.592743,22.6887,0.24619
2605.tif,0.622183,22.2477,0.243802
2606.tif,0.72237,24.3292,0.229335
2607.tif,0.706382,22.5557,0.209676
2608.tif,0.621943,22.5506,0.321171
2609.tif,0.731786,24.9128,0.230705
261.tif,0.743184,22.4368,0.241482
2610.tif,0.596357,22.5498,0.250009
2611.tif,0.621164,23.1183,0.230761
2612.tif,0.517761,19.5822,0.272491
2613.tif,0.613007,21.7665,0.256162
2614.tif,0.66591,23.8294,0.227629
2615.tif,0.587994,21.2789,0.282041
2616.tif,0.545858,22.0314,0.238275
2617.tif,0.540058,21.6266,0.276184
2618.tif,0.736858,22.9736,0.21692
2619.tif,0.608221,23.6334,0.278153
262.tif,0.616515,21.9756,0.241269
2620.tif,0.561681,21.0549,0.260528
2621.tif,0.683518,23.5201,0.240257
2622.tif,0.687133,21.775,0.219897
2623.tif,0.708553,24.5362,0.197181
2624.tif,0.526202,21.257,0.246764
2625.tif,0.580063,20.5063,0.275153
2626.tif,0.569739,23.1488,0.256869
2627.tif,0.683256,24.5845,0.23778
2628.tif,0.640467,23.4823,0.244178
2629.tif,0.659661,24.196,0.218749
263.tif,0.49888,19.555,0.322429
2630.tif,0.52853,21.5705,0.268731
2631.tif,0.603322,23.1096,0.237635
2632.tif,0.579335,21.2507,0.248089
2633.tif,0.571674,20.8884,0.294224
2634.tif,0.684048,24.6989,0.207995
2635.tif,0.527454,20.5246,0.286525
2636.tif,0.679275,22.5604,0.284764
2637.tif,0.685683,24.3106,0.200123
2638.tif,0.729879,24.8868,0.231388
2639.tif,0.578762,23.0966,0.24066
264.tif,0.460637,19.7339,0.294953
2640.tif,0.485299,17.0163,0.307147
2641.tif,0.515619,20.4629,0.275587
2642.tif,0.664244,23.3127,0.263635
2643.tif,0.643916,23.7723,0.252237
2644.tif,0.605383,21.052,0.267188
2645.tif,0.610093,21.8028,0.252592
2646.tif,0.666184,21.9555,0.232735
2647.tif,0.589527,22.4273,0.269251
2648.tif,0.699332,23.367,0.202074
2649.tif,0.546851,22.5606,0.244764
265.tif,0.794512,23.9215,0.236514
2650.tif,0.705961,24.4667,0.266413
2651.tif,0.608821,23.0008,0.270456
2652.tif,0.669903,23.3662,0.24729
2653.tif,0.696521,24.0045,0.236184
2654.tif,0.601268,21.0831,0.258693
2655.tif,0.591814,23.6593,0.206488
2656.tif,0.664835,23.3107,0.235047
2657.tif,0.535382,21.2574,0.241647
2658.tif,0.510743,21.9155,0.252296
2659.tif,0.618755,23.5473,0.275977
266.tif,0.475114,19.4429,0.303646
2660.tif,0.554108,22.1145,0.265523
2661.tif,0.580673,23.091,0.270346
2662.tif,0.674383,22.9002,0.259629
2663.tif,0.692036,24.1269,0.217118
2664.tif,0.507073,21.3823,0.302522
2665.tif,0.716998,20.922,0.243817
2666.tif,0.561526,21.8862,0.301589
2667.tif,0.549717,20.5897,0.264778
2668.tif,0.580781,21.9871,0.267492
2669.tif,0.583959,22.4396,0.230393
267.tif,0.777279,23.4008,0.321553
2670.tif,0.598853,22.9496,0.268531
2671.tif,0.6999,24.1232,0.228418
2672.tif,0.644409,21.9773,0.268685
2673.tif,0.759822,26.2767,0.249386
2674.tif,0.682672,24.0899,0.230012
2675.tif,0.675503,23.6509,0.234876
2676.tif,0.614857,21.3059,0.256909
2677.tif,0.685807,24.3456,0.239598
2678.tif,0.589193,22.5837,0.282503
2679.tif,0.543794,22.7056,0.25164
268.tif,0.506211,20.5854,0.290083
2680.tif,0.678696,22.8035,0.227325
2681.tif,0.69704,22.5272,0.181696
2682.tif,0.688327,25.1,0.244649
2683.tif,0.566817,19.9089,0.244969
2684.tif,0.694933,23.9532,0.260039
2685.tif,0.510685,21.1034,0.307468
2686.tif,0.581274,20.0982,0.252733
2687.tif,0.682651,22.8164,0.199148
2688.tif,0.677499,23.9395,0.208193
2689.tif,0.731561,23.901,0.201822
269.tif,0.536187,19.6644,0.325529
2690.tif,0.672285,23.0642,0.244721
2691.tif,0.560713,21.0084,0.266692
2692.tif,0.629011,23.6076,0.213031
2693.tif,0.554366,19.5,0.274955
2694.tif,0.696766,24.4374,0.198172
2695.tif,0.690251,24.2505,0.252178
2696.tif,0.588626,21.4565,0.285204
2697.tif,0.737682,24.0375,0.222126
2698.tif,0.540096,21.0705,0.289604
2699.tif,0.637317,23.2797,0.270867
27.tif,0.59805,20.4236,0.308174
270.tif,0.600945,18.8958,0.310098
2700.tif,0.512274,22.605,0.242405
2701.tif,0.673313,24.0926,0.258306
2702.tif,0.693013,21.1352,0.194641
2703.tif,0.558949,22.0749,0.241228
2704.tif,0.531088,21.935,0.275612
2705.tif,0.636108,21.6391,0.252568
2706.tif,0.780158,25.3073,0.223418
2707.tif,0.575642,23.2373,0.276986
2708.tif,0.433375,20.3039,0.455229
2709.tif,0.610427,22.4751,0.246835
271.tif,0.614557,22.3737,0.232064
2710.tif,0.495187,20.633,0.307766
2711.tif,0.637835,23.8559,0.279256
2712.tif,0.194416,17.7291,0.566093
2713.tif,0.525898,19.6097,0.302156
2714.tif,0.650807,20.9902,0.264307
2715.tif,0.716694,24.5634,0.202346
2716.tif,0.604586,22.4299,0.23527
2717.tif,0.646246,23.293,0.278655
2718.tif,0.583234,20.1786,0.263982
2719.tif,0.614944,22.1388,0.236104
272.tif,0.500139,20.7671,0.279134
2720.tif,0.608625,22.1826,0.250506
2721.tif,0.361054,20.5467,0.50108
2722.tif,0.649117,22.9144,0.271363
2723.tif,0.521939,21.2736,0.291202
2724.tif,0.50989,19.8953,0.305089
2725.tif,0.603252,23.2873,0.274642
2726.tif,0.557395,22.1479,0.235689
2727.tif,0.649395,23.223,0.233645
2728.tif,0.613894,19.5022,0.250914
2729.tif,0.669674,23.8169,0.235318
273.tif,0.546476,18.0742,0.300673
2730.tif,0.409288,19.5757,0.343039
2731.tif,0.612102,22.8228,0.211387
2732.tif,0.654567,22.4462,0.227554
2733.tif,0.664195,23.1027,0.213449
2734.tif,0.661286,23.5122,0.232041
2735.tif,0.524244,20.335,0.290553
2736.tif,0.749038,25.0236,0.234792
2737.tif,0.589561,22.7812,0.240526
2738.tif,0.567146,22.2263,0.221296
2739.tif,0.685639,21.7721,0.266353
274.tif,0.535756,20.3823,0.273201
2740.tif,0.546243,21.9075,0.250086
2741.tif,0.670114,22.7275,0.244314
2742.tif,0.596463,21.9085,0.238887
2743.tif,0.576237,20.8841,0.264291
2744.tif,0.631429,24.3938,0.268848
2745.tif,0.697131,24.124,0.258824
2746.tif,0.520153,18.8505,0.268619
2747.tif,0.652595,23.0553,0.224538
2748.tif,0.624124,20.9869,0.286011
2749.tif,0.558346,22.4376,0.305504
275.tif,0.494637,21.1266,0.260611
2750.tif,0.57035,20.9091,0.260797
2751.tif,0.570243,19.7869,0.270554
2752.tif,0.616271,24.0015,0.26902
2753.tif,0.687031,23.0338,0.384169
2754.tif,0.641002,23.1342,0.270024
2755.tif,0.606383,23.2639,0.271053
2756.tif,0.638321,22.6544,0.220941
2757.tif,0.648549,22.6438,0.213083
2758.tif,0.506131,19.4641,0.293234
2759.tif,0.621354,19.885,0.241737
276.tif,0.497131,20.8357,0.274099
2760.tif,0.649703,23.3018,0.261001
2761.tif,0.576784,20.5488,0.259965
2762.tif,0.665366,23.642,0.21188
2763.tif,0.584814,20.3885,0.286179
2764.tif,0.547952,21.0836,0.249703
2765.tif,0.602346,19.6183,0.294768
2766.tif,0.640238,22.6944,0.308015
2767.tif,0.433509,19.3675,0.367327
2768.tif,0.425146,18.9255,0.334022
2769.tif,0.54331,21.6725,0.263198
277.tif,0.472816,19.7746,0.31359
2770.tif,0.553016,22.072,0.3406
2771.tif,0.666579,24.6727,0.26169
2772.tif,0.616748,22.177,0.264707
2773.tif,0.505605,19.8308,0.289056
2774.tif,0.730773,23.0297,0.234626
2775.tif,0.634469,21.9337,0.357069
2776.tif,0.572089,20.806,0.279294
2777.tif,0.558905,20.5553,0.262383
2778.tif,0.557806,20.5236,0.381357
2779.tif,0.546177,20.6258,0.298109
278.tif,0.794773,24.6494,0.242954
2780.tif,0.656128,21.4274,0.281051
2781.tif,0.578607,21.3488,0.257954
2782.tif,0.667688,21.2431,0.276094
2783.tif,0.568044,18.7492,0.337171
2784.tif,0.616358,23.0789,0.251093
2785.tif,0.662551,22.7638,0.256515
2786.tif,0.562029,18.294,0.348886
2787.tif,0.502828,18.5431,0.294761
2788.tif,0.585716,21.2913,0.36122
2789.tif,0.537105,18.5033,0.318349
279.tif,0.475768,18.9691,0.301724
2790.tif,0.580863,18.6636,0.36207
2791.tif,0.718313,24.6639,0.330925
2792.tif,0.670245,24.246,0.221455
2793.tif,0.68806,19.453,0.291232
2794.tif,0.497484,19.63,0.330201
2795.tif,0.778088,24.1237,0.194586
2796.tif,0.557025,13.5752,0.392979
2797.tif,0.596905,24.6466,0.277863
2798.tif,0.548026,19.2651,0.347558
2799.tif,0.503614,18.4561,0.314207
28.tif,0.78965,21.5983,0.258501
280.tif,0.471362,20.7099,0.287968
2800.tif,0.528048,20.415,0.277456
2801.tif,0.620523,23.2415,0.265311
2802.tif,0.498076,22.1612,0.306933
2803.tif,0.556804,21.4327,0.254889
2804.tif,0.565754,21.3495,0.323435
2805.tif,0.708178,21.947,0.287433
2806.tif,0.724389,24.0807,0.243707
2807.tif,0.640474,20.9147,0.270743
2808.tif,0.519589,19.4855,0.311347
2809.tif,0.648247,22.8049,0.271978
281.tif,0.507481,21.206,0.283725
