split,file,ssim,psnr,lpips
val,6196.tif,0.667361,20.9488,0.249678
val,6197.tif,0.565168,20.9675,0.335956
val,6198.tif,0.612769,22.6486,0.253891
val,6199.tif,0.684769,22.3123,0.306614
val,62.tif,0.513494,17.6666,0.305053
val,620.tif,0.593747,21.6463,0.25919
val,6200.tif,0.532504,20.1805,0.315628
val,6201.tif,0.590357,22.0219,0.252376
val,6202.tif,0.775105,25.8423,0.317047
val,6203.tif,0.576914,20.7176,0.245387
val,6204.tif,0.615081,22.4133,0.23067
val,6205.tif,0.64386,22.4268,0.211567
val,6206.tif,0.48834,22.1963,0.307713
val,6207.tif,0.6293,23.6034,0.236207
val,6208.tif,0.638296,24.0336,0.257166
val,6209.tif,0.566678,21.2316,0.28377
val,621.tif,0.611507,20.228,0.277772
val,6210.tif,0.526539,20.2119,0.285452
val,6211.tif,0.709956,24.2669,0.189257
val,6212.tif,0.464827,20.0786,0.299661
val,6213.tif,0.642227,21.4581,0.254746
val,6214.tif,0.518658,21.9226,0.287739
val,6215.tif,0.640843,20.0332,0.233522
val,6216.tif,0.650455,22.845,0.281208
val,6217.tif,0.505754,20.2504,0.282067
val,6218.tif,0.558299,21.3918,0.301641
val,6219.tif,0.48189,20.5885,0.348808
val,622.tif,0.684469,22.4269,0.258436
val,6220.tif,0.618165,22.5025,0.262535
val,6221.tif,0.589828,21.0849,0.265937
val,6222.tif,0.600983,22.5087,0.242145
val,6223.tif,0.553429,20.9976,0.306413
val,6224.tif,0.627323,22.7374,0.25881
val,6225.tif,0.635568,22.5632,0.301387
val,6226.tif,0.704493,24.4959,0.198899
val,6227.tif,0.527814,21.8764,0.317159
val,6228.tif,0.65058,23.386,0.220422
val,6229.tif,0.528367,19.5828,0.322419
val,623.tif,0.463235,20.1371,0.352077
val,6230.tif,0.613997,23.1005,0.257132
val,6231.tif,0.564902,20.1632,0.265127
val,6232.tif,0.673466,23.9391,0.231691
val,6233.tif,0.528352,21.024,0.296449
val,6234.tif,0.567157,21.1003,0.27598
val,6235.tif,0.690112,22.7405,0.271454
val,6236.tif,0.622209,22.5725,0.256519
val,6237.tif,0.591473,22.2808,0.201739
val,6238.tif,0.654776,24.0108,0.237201
val,6239.tif,0.648721,21.3044,0.357885
val,624.tif,0.599171,21.2319,0.267389
val,6240.tif,0.654852,21.4303,0.240885
val,6241.tif,0.72169,23.8592,0.268733
val,6242.tif,0.632496,22.1219,0.223778
val,6243.tif,0.56345,21.4573,0.249322
val,6244.tif,0.650631,21.9634,0.252128
val,6245.tif,0.640574,22.9296,0.228258
val,6246.tif,0.555568,21.1781,0.304261
val,6247.tif,0.650316,23.7471,0.229146
val,6248.tif,0.676105,22.9387,0.279181
val,6249.tif,0.551349,22.5284,0.301007
val,625.tif,0.600668,23.2989,0.249691
val,6250.tif,0.590877,21.6057,0.268934
val,6251.tif,0.565447,19.9991,0.2769
val,6252.tif,0.707155,24.8563,0.249588
val,6253.tif,0.707799,24.6854,0.21867
val,6254.tif,0.621724,22.8591,0.261948
val,6255.tif,0.574794,21.1663,0.310851
val,6256.tif,0.517163,20.7669,0.317413
val,6257.tif,0.544513,20.8504,0.286167
val,6258.tif,0.567807,22.6039,0.241268
val,6259.tif,0.619432,23.2168,0.273896
val,626.tif,0.561154,20.3997,0.294162
val,6260.tif,0.588259,22.6882,0.296687
val,6261.tif,0.549702,20.6657,0.302768
val,6262.tif,0.750645,24.1015,0.231831
val,6263.tif,0.646194,22.1412,0.23154
val,6264.tif,0.67762,22.764,0.270249
val,6265.tif,0.620386,22.4697,0.238276
val,6266.tif,0.588406,21.6425,0.284265
val,6267.tif,0.517389,20.5927,0.267046
val,6268.tif,0.695635,23.5835,0.264778
val,6269.tif,0.635113,22.5908,0.224259
val,627.tif,0.532567,21.922,0.276706
val,6270.tif,0.607241,20.3878,0.243524
val,6271.tif,0.668431,22.6469,0.299054
val,6272.tif,0.730887,23.6285,0.245498
val,6273.tif,0.605378,20.8563,0.310017
val,6274.tif,0.58496,19.9018,0.290107
val,6275.tif,0.555815,21.033,0.259281
val,6276.tif,0.637522,23.3953,0.238544
val,6277.tif,0.498054,19.548,0.301781
val,6278.tif,0.575076,22.0374,0.316074
val,6279.tif,0.552608,21.8192,0.274697
val,628.tif,0.47246,20.6755,0.272136
val,6280.tif,0.53177,18.7768,0.286823
val,6281.tif,0.553802,21.0923,0.296542
val,6282.tif,0.723125,22.9671,0.247642
val,6283.tif,0.591471,21.3614,0.25098
val,6284.tif,0.654314,23.1675,0.241666
val,6285.tif,0.640871,22.3625,0.260665
val,6286.tif,0.541708,21.9385,0.248645
val,6287.tif,0.544713,20.4577,0.286212
val,6288.tif,0.512638,19.771,0.28418
val,6289.tif,0.568466,22.2761,0.310825
val,629.tif,0.529647,21.8078,0.312353
val,6290.tif,0.588786,20.8933,0.246224
val,6291.tif,0.639269,22.4321,0.237011
val,6292.tif,0.647964,23.0365,0.232607
val,6293.tif,0.466086,20.3939,0.269178
val,6294.tif,0.729381,24.1139,0.21027
val,6295.tif,0.691434,22.1809,0.247893
val,6296.tif,0.571465,21.3801,0.263563
val,6297.tif,0.695419,24.5633,0.251496
val,6298.tif,0.654516,22.6942,0.246148
val,6299.tif,0.574778,20.3678,0.284753
val,63.tif,0.540001,20.6156,0.275952
val,630.tif,0.597743,22.206,0.264432
val,6300.tif,0.513948,20.8057,0.287322
val,6301.tif,0.554753,23.1285,0.350035
val,6302.tif,0.561197,21.0771,0.296216
val,6303.tif,0.652383,23.368,0.226142
val,6304.tif,0.682069,22.7099,0.256052
val,6305.tif,0.669309,22.7311,0.219676
val,6306.tif,0.549787,20.5875,0.297383
val,6307.tif,0.503746,19.1324,0.310686
val,6308.tif,0.526921,19.2508,0.325711
val,6309.tif,0.808392,25.3281,0.220239
val,631.tif,0.527418,20.246,0.264335
val,6310.tif,0.578374,19.8432,0.284724
val,6311.tif,0.506378,20.1283,0.290796
val,6312.tif,0.606871,22.7313,0.241826
val,6313.tif,0.617348,23.3482,0.214398
val,6314.tif,0.618511,21.7946,0.311565
val,6315.tif,0.569635,17.9354,0.388069
val,6316.tif,0.634382,22.5878,0.26212
val,6317.tif,0.532121,21.3543,0.276036
val,6318.tif,0.623311,22.6909,0.24958
val,6319.tif,0.505578,20.2446,0.294893
val,632.tif,0.675121,19.4201,0.289695
val,6320.tif,0.768335,25.2287,0.203083
val,6321.tif,0.549505,20.7728,0.326915
val,6322.tif,0.546945,20.0427,0.334972
val,6323.tif,0.788306,25.883,0.203097
val,6324.tif,0.652669,23.6398,0.271514
val,6325.tif,0.525221,19.607,0.310422
val,6326.tif,0.416081,20.261,0.335581
val,6327.tif,0.46329,19.7846,0.395246
val,6328.tif,0.50542,19.2055,0.301616
val,6329.tif,0.652008,23.0302,0.260927
val,633.tif,0.428173,19.5981,0.346431
val,6330.tif,0.681518,23.3971,0.226035
val,6331.tif,0.583784,22.5793,0.274734
val,6332.tif,0.789108,20.8937,0.312009
val,6333.tif,0.665944,23.8348,0.248226
val,6334.tif,0.518076,20.717,0.305198
val,6335.tif,0.482237,20.1663,0.32721
val,6336.tif,0.499352,20.9171,0.364678
val,6337.tif,0.52181,20.7852,0.297625
val,6338.tif,0.483985,20.1758,0.304314
val,6339.tif,0.51293,18.2673,0.292967
val,634.tif,0.535814,20.9657,0.268814
val,6340.tif,0.4209,20.5846,0.346573
val,6341.tif,0.495304,21.2659,0.31664
val,6342.tif,0.485752,18.9164,0.292037
val,6343.tif,0.535567,18.6286,0.353529
val,6344.tif,0.628349,22.5967,0.24032
val,6345.tif,0.57746,20.8869,0.313223
val,6346.tif,0.606611,23.066,0.230201
val,6347.tif,0.539291,21.4947,0.276623
val,6348.tif,0.558577,20.6699,0.308577
val,6349.tif,0.473583,19.4512,0.272422
val,635.tif,0.511096,18.6182,0.291341
val,6350.tif,0.480998,19.3498,0.354908
val,6351.tif,0.522138,19.7642,0.275007
val,6352.tif,0.523412,19.213,0.351028
val,6353.tif,0.63788,22.563,0.232991
val,6354.tif,0.485764,18.8128,0.329317
val,6355.tif,0.483577,19.2692,0.349974
val,6356.tif,0.609399,20.4574,0.354644
val,6357.tif,0.604537,21.9281,0.238928
val,6358.tif,0.624911,21.8465,0.242695
val,6359.tif,0.531356,20.4159,0.366244
val,636.tif,0.571743,20.8513,0.255822
val,6360.tif,0.541262,21.2338,0.24929
val,6361.tif,0.638328,22.2356,0.303152
val,6362.tif,0.496219,19.2313,0.306556
val,6363.tif,0.614243,21.4347,0.268138
val,6364.tif,0.516399,20.3999,0.304975
val,6365.tif,0.707098,24.3989,0.22079
val,6366.tif,0.572791,18.7129,0.278476
val,6367.tif,0.67243,22.1734,0.299385
val,6368.tif,0.541657,21.6054,0.316851
val,6369.tif,0.519913,18.1911,0.297805
val,637.tif,0.564014,20.3811,0.270817
val,6370.tif,0.821618,23.227,0.24152
val,6371.tif,0.493581,19.711,0.291429
val,6372.tif,0.503806,19.056,0.310326
val,6373.tif,0.5255,20.863,0.288053
val,6374.tif,0.517034,20.8276,0.299881
val,6375.tif,0.61707,20.9068,0.341585
val,6376.tif,0.481434,19.219,0.33288
val,6377.tif,0.502502,19.9467,0.304239
val,6378.tif,0.507794,17.2515,0.361959
val,6379.tif,0.513104,19.7952,0.320095
val,638.tif,0.463415,21.2319,0.255867
val,6380.tif,0.666889,22.9372,0.253902
val,6381.tif,0.676764,23.2412,0.203594
val,6382.tif,0.555197,21.9121,0.26453
val,6383.tif,0.628413,23.1738,0.22674
val,6384.tif,0.536721,20.5084,0.245748
val,6385.tif,0.584427,21.6176,0.234804
val,6386.tif,0.684746,23.9275,0.224882
val,6387.tif,0.509024,18.286,0.294123
val,6388.tif,0.526589,18.7189,0.349484
val,6389.tif,0.620673,22.7768,0.261488
val,639.tif,0.794247,25.4012,0.255852
val,6390.tif,0.49182,18.9094,0.279716
val,6391.tif,0.543239,20.7063,0.358543
val,6392.tif,0.511559,18.7715,0.305397
val,6393.tif,0.512564,18.9778,0.281848
val,6394.tif,0.482771,18.5326,0.355642
val,6395.tif,0.547892,18.9699,0.330692
val,6396.tif,0.646486,19.6083,0.236773
val,6397.tif,0.638556,20.1113,0.268945
val,6398.tif,0.49486,18.499,0.341835
val,6399.tif,0.627801,19.6864,0.363863
val,64.tif,0.586241,21.6862,0.286375
val,640.tif,0.470788,20.2138,0.303483
val,6400.tif,0.562672,19.2671,0.299201
val,6401.tif,0.540957,19.7997,0.309842
val,6402.tif,0.53892,18.369,0.324882
val,6403.tif,0.654862,22.252,0.268049
val,6404.tif,0.523666,17.7644,0.303571
val,6405.tif,0.597949,20.1103,0.309424
val,6406.tif,0.678697,24.2537,0.214682
val,6407.tif,0.722376,20.4386,0.226097
val,6408.tif,0.582059,20.8151,0.279697
val,6409.tif,0.477756,18.8013,0.357511
val,641.tif,0.52679,19.6205,0.297207
val,6410.tif,0.522114,18.6341,0.352188
val,6411.tif,0.57541,18.9178,0.276325
val,6412.tif,0.547786,20.3181,0.290505
val,6413.tif,0.560722,20.933,0.299054
val,6414.tif,0.521099,21.0885,0.262914
val,6415.tif,0.624444,23.1002,0.215811
val,6416.tif,0.573949,20.9536,0.254128
val,6417.tif,0.581404,21.5294,0.303524
val,6418.tif,0.522202,19.9362,0.296084
val,6419.tif,0.565305,20.8017,0.313562
val,642.tif,0.497466,18.6806,0.293682
val,6420.tif,0.67283,20.5439,0.286686
val,6421.tif,0.628643,18.784,0.314096
val,6422.tif,0.52645,19.1655,0.309365
val,6423.tif,0.631599,21.4223,0.261504
val,6424.tif,0.500524,19.8904,0.3318
val,6425.tif,0.52125,20.4016,0.293942
val,6426.tif,0.683913,23.3097,0.224829
val,6427.tif,0.546504,21.479,0.319864
val,6428.tif,0.682027,22.1596,0.287361
val,6429.tif,0.476983,17.2132,0.339543
val,643.tif,0.626178,19.9168,0.281702
val,6430.tif,0.590969,22.1193,0.247627
val,6431.tif,0.546981,20.1206,0.289224
val,6432.tif,0.640818,24.4429,0.229182
val,6433.tif,0.514142,17.4823,0.37444
val,6434.tif,0.557891,20.2014,0.272695
val,6435.tif,0.444379,20.8734,0.357061
val,6436.tif,0.508118,21.5072,0.27774
val,6437.tif,0.683368,20.1628,0.269938
val,6438.tif,0.48283,17.9561,0.284427
val,6439.tif,0.670204,20.2257,0.294793
val,644.tif,0.505904,21.7011,0.334689
val,6440.tif,0.734226,22.34,0.242734
val,6441.tif,0.567794,20.8245,0.282986
val,6442.tif,0.583294,21.1752,0.2369
val,6443.tif,0.505561,19.1044,0.293637
val,6444.tif,0.520883,19.8769,0.329077
val,6445.tif,0.811678,23.9343,0.27587
val,6446.tif,0.506157,19.467,0.382422
val,6447.tif,0.527401,20.37,0.307887
val,6448.tif,0.515922,18.855,0.331954
val,6449.tif,0.717861,19.9524,0.312095
val,645.tif,0.560778,20.3498,0.297568
val,6450.tif,0.432813,18.568,0.341397
val,6451.tif,0.56729,19.1857,0.289251
val,6452.tif,0.664719,23.1926,0.223453
val,6453.tif,0.595689,21.3576,0.255539
val,6454.tif,0.65361,24.1094,0.212696
val,6455.tif,0.531464,20.6271,0.28265
val,6456.tif,0.56588,21.4759,0.31578
val,6457.tif,0.637002,21.6507,0.272104
val,6458.tif,0.642048,19.5641,0.263453
val,6459.tif,0.613493,19.4677,0.289133
val,646.tif,0.668826,21.8968,0.232317
val,6460.tif,0.593414,22.152,0.224461
val,6461.tif,0.504396,21.4867,0.294017
val,6462.tif,0.696159,21.3967,0.243183
val,6463.tif,0.773563,21.2851,0.218594
val,6464.tif,0.751346,20.2427,0.332449
val,6465.tif,0.499074,19.7256,0.299705
val,6466.tif,0.531183,17.4996,0.344535
val,6467.tif,0.555651,19.4566,0.310944
val,6468.tif,0.813496,25.5629,0.24128
val,6469.tif,0.700876,24.4414,0.216505
val,647.tif,0.575554,20.8613,0.231384
val,6470.tif,0.563849,20.6717,0.263505
val,6471.tif,0.687418,23.902,0.227804
val,6472.tif,0.644634,24.4196,0.234163
val,6473.tif,0.624873,22.5617,0.284096
val,6474.tif,0.5243,21.4328,0.253799
val,6475.tif,0.790808,23.4172,0.249419
val,6476.tif,0.445611,19.9889,0.292243
val,6477.tif,0.628503,22.9945,0.24816
val,6478.tif,0.524098,19.9498,0.263171
val,6479.tif,0.523485,19.7581,0.250702
val,648.tif,0.586261,21.1162,0.243828
val,6480.tif,0.658368,23.0779,0.20263
val,6481.tif,0.687539,23.9744,0.188468
val,6482.tif,0.652624,24.2107,0.282944
val,6483.tif,0.539835,21.6348,0.232845
val,6484.tif,0.661911,23.1224,0.247245
val,6485.tif,0.559565,21.4187,0.264823
val,6486.tif,0.671304,23.8855,0.226514
val,6487.tif,0.558981,22.0848,0.256219
val,6488.tif,0.571119,22.7571,0.326241
val,6489.tif,0.510744,20.6563,0.258073
val,649.tif,0.563724,17.8492,0.265704
val,6490.tif,0.595368,22.2646,0.292492
val,6491.tif,0.590456,22.7208,0.255588
val,6492.tif,0.607369,22.7367,0.226166
val,6493.tif,0.589235,19.3864,0.290324
val,6494.tif,0.484148,21.4576,0.275373
val,6495.tif,0.555373,21.1854,0.318871
val,6496.tif,0.547775,19.9446,0.270738
val,6497.tif,0.63212,23.5517,0.218317
val,6498.tif,0.686402,24.598,0.227575
val,6499.tif,0.669517,24.4827,0.243564
val,65.tif,0.567586,22.8644,0.271083
val,650.tif,0.660589,24.6564,0.251464
val,6500.tif,0.62373,22.4061,0.282464
val,6501.tif,0.531496,22.1115,0.221674
val,6502.tif,0.613593,22.5114,0.296352
val,6503.tif,0.506861,20.3006,0.291794
val,6504.tif,0.675575,23.5229,0.218262
val,6505.tif,0.742593,24.5023,0.1989
val,6506.tif,0.661591,23.5809,0.220888
val,6507.tif,0.535918,22.697,0.229976
val,6508.tif,0.700979,24.5425,0.292115
val,6509.tif,0.505854,21.8167,0.243475
val,651.tif,0.528819,21.0138,0.298349
val,6510.tif,0.60436,22.7762,0.256557
val,6511.tif,0.574324,20.9496,0.267018
val,6512.tif,0.668951,24.0079,0.255088
val,6513.tif,0.700417,21.3302,0.215725
val,6514.tif,0.726393,23.5037,0.237951
val,6515.tif,0.631642,23.2355,0.296117
val,6516.tif,0.551756,19.6821,0.342055
val,6517.tif,0.613257,21.5804,0.23945
val,6518.tif,0.562246,22.1377,0.264902
val,6519.tif,0.619112,20.815,0.258389
val,652.tif,0.813963,23.438,0.266901
val,6520.tif,0.678396,21.2968,0.374387
val,6521.tif,0.553962,19.4225,0.275838
val,6522.tif,0.572046,21.2083,0.25705
val,6523.tif,0.50595,20.6368,0.233951
val,6524.tif,0.74407,25.4707,0.23388
val,6525.tif,0.590108,22.933,0.232024
val,6526.tif,0.66474,23.4166,0.241572
val,6527.tif,0.505613,18.831,0.276174
val,6528.tif,0.586883,24.0539,0.251979
val,6529.tif,0.696188,24.7849,0.214582
val,653.tif,0.480333,19.8937,0.282378
val,6530.tif,0.639026,23.0966,0.231927
val,6531.tif,0.647437,23.192,0.224402
val,6532.tif,0.670941,22.7284,0.239717
val,6533.tif,0.518205,17.9726,0.301158
val,6534.tif,0.593471,21.4228,0.266609
val,6535.tif,0.700949,23.0969,0.213165
val,6536.tif,0.517027,20.2957,0.273737
val,6537.tif,0.596268,22.954,0.241811
val,6538.tif,0.583287,22.0843,0.251155
val,6539.tif,0.569189,21.0911,0.24212
val,654.tif,0.505301,22.269,0.270878
val,6540.tif,0.591386,21.5898,0.280631
val,6541.tif,0.569627,22.0341,0.245556
val,6542.tif,0.577794,22.8705,0.229549
val,6543.tif,0.68227,23.136,0.220935
val,6544.tif,0.625678,22.8772,0.233205
val,6545.tif,0.534963,19.8084,0.284275
val,6546.tif,0.565484,22.0945,0.272774
val,6547.tif,0.601894,21.9517,0.242668
val,6548.tif,0.712766,24.6412,0.275451
val,6549.tif,0.670119,21.3581,0.235393
val,655.tif,0.505347,20.3922,0.28139
val,6550.tif,0.712334,23.2058,0.199477
val,6551.tif,0.581223,20.5928,0.274592
val,6552.tif,0.599064,23.3536,0.271622
val,6553.tif,0.671338,22.389,0.222375
val,6554.tif,0.547386,17.8921,0.309048
val,6555.tif,0.528167,22.1458,0.230014
val,6556.tif,0.492491,18.4972,0.293338
val,6557.tif,0.658914,23.1693,0.263374
val,6558.tif,0.585153,22.3204,0.270614
val,6559.tif,0.600803,21.8885,0.242205
val,656.tif,0.52498,20.7435,0.264711
val,6560.tif,0.63408,22.1909,0.259838
val,6561.tif,0.629372,22.9603,0.215936
val,6562.tif,0.626388,23.4918,0.258035
val,6563.tif,0.69995,22.4978,0.223875
val,6564.tif,0.562135,22.8474,0.2386
val,6565.tif,0.544608,19.9764,0.287841
val,6566.tif,0.692018,24.6014,0.22417
val,6567.tif,0.558895,21.5845,0.260054
val,6568.tif,0.564215,21.4789,0.245124
val,6569.tif,0.502721,19.715,0.296155
val,657.tif,0.566759,20.2141,0.320754
val,6570.tif,0.519986,21.1344,0.288088
val,6571.tif,0.61431,22.3312,0.234761
val,6572.tif,0.808624,24.2099,0.221383
val,6573.tif,0.542736,22.0071,0.236217
val,6574.tif,0.572041,22.1455,0.264692
val,6575.tif,0.694838,23.3702,0.23051
val,6576.tif,0.490534,21.5293,0.277152
val,6577.tif,0.726756,24.2645,0.207031
val,6578.tif,0.54438,21.3089,0.263545
val,6579.tif,0.50704,18.9179,0.290236
val,658.tif,0.463896,21.0796,0.274115
val,6580.tif,0.677568,24.1901,0.231744
val,6581.tif,0.467708,20.2366,0.277785
val,6582.tif,0.597365,22.8648,0.232721
val,6583.tif,0.646261,22.2064,0.267738
val,6584.tif,0.587394,21.5852,0.280385
val,6585.tif,0.645289,23.6476,0.249527
val,6586.tif,0.568355,22.7106,0.221185
val,6587.tif,0.604435,22.1484,0.289236
val,6588.tif,0.600077,20.9735,0.250587
val,6589.tif,0.484803,18.2858,0.298022
val,659.tif,0.509903,21.8995,0.262342
val,6590.tif,0.659005,22.9792,0.225641
val,6591.tif,0.525157,21.3456,0.274863
val,6592.tif,0.681634,22.5149,0.245841
val,6593.tif,0.580434,22.0893,0.260821
val,6594.tif,0.601519,21.9599,0.217357
val,6595.tif,0.632582,20.8601,0.251792
val,6596.tif,0.631883,23.3212,0.24542
val,6597.tif,0.460488,21.3167,0.294565
val,6598.tif,0.525377,20.4965,0.284265
val,6599.tif,0.676231,21.6925,0.237151
val,66.tif,0.523788,19.4031,0.341076
val,660.tif,0.509863,21.7875,0.243262
val,6600.tif,0.570835,23.2246,0.227609
val,6601.tif,0.583811,22.7639,0.239481
val,6602.tif,0.562483,21.3651,0.266002
val,6603.tif,0.490025,18.9554,0.290398
val,6604.tif,0.654301,23.1212,0.242612
val,6605.tif,0.658695,24.6814,0.234212
val,6606.tif,0.437324,20.414,0.296388
val,6607.tif,0.530668,22.2005,0.274702
val,6608.tif,0.582107,23.4443,0.262346
val,6609.tif,0.67376,23.6142,0.237654
val,661.tif,0.579282,20.9771,0.277772
val,6610.tif,0.70263,21.9255,0.262741
val,6611.tif,0.671795,23.4948,0.227163
val,6612.tif,0.667027,21.5741,0.223459
val,6613.tif,0.561278,21.8672,0.256347
val,6614.tif,0.62881,22.6233,0.256375
val,6615.tif,0.668246,22.8095,0.249347
val,6616.tif,0.508049,19.2434,0.287014
val,6617.tif,0.650774,20.8874,0.221733
val,6618.tif,0.818812,25.5457,0.227408
val,6619.tif,0.628986,22.6768,0.253947
val,662.tif,0.506103,20.3105,0.337384
val,6620.tif,0.578946,22.2099,0.240915
val,6621.tif,0.663986,22.9566,0.257104
val,6622.tif,0.610687,22.7673,0.232525
val,6623.tif,0.656112,22.9672,0.231655
val,6624.tif,0.706263,23.2532,0.219934
val,6625.tif,0.487403,20.9303,0.242642
val,6626.tif,0.536378,18.6139,0.2656
val,6627.tif,0.488761,21.2656,0.263024
val,6628.tif,0.618037,22.5574,0.239898
val,6629.tif,0.591754,21.7225,0.232684
val,663.tif,0.609218,22.7095,0.291081
val,6630.tif,0.633354,23.2186,0.247059
val,6631.tif,0.615092,22.3615,0.249387
val,6632.tif,0.655773,23.1359,0.230898
val,6633.tif,0.597606,20.9906,0.246338
val,6634.tif,0.715885,24.3801,0.237561
val,6635.tif,0.655473,23.387,0.239552
val,6636.tif,0.525874,20.4079,0.256939
val,6637.tif,0.53379,21.5577,0.260679
val,6638.tif,0.550219,19.3213,0.276432
val,6639.tif,0.68923,23.1969,0.246553
val,664.tif,0.625952,22.5077,0.245201
val,6640.tif,0.593745,20.6739,0.247619
val,6641.tif,0.606877,22.0089,0.25441
val,6642.tif,0.604814,23.3757,0.233371
val,6643.tif,0.636661,23.865,0.240559
val,6644.tif,0.526798,18.8956,0.26719
val,6645.tif,0.529619,19.1063,0.282214
val,6646.tif,0.65934,24.1908,0.247212
val,6647.tif,0.705963,22.7371,0.218344
val,6648.tif,0.61965,20.7097,0.322841
val,6649.tif,0.631399,18.2037,0.246994
val,665.tif,0.519635,22.3411,0.281033
val,6650.tif,0.55376,23.3343,0.2682
val,6651.tif,0.575972,22.5597,0.203279
val,6652.tif,0.639666,24.1003,0.23682
val,6653.tif,0.627485,23.4292,0.26108
val,6654.tif,0.624246,24.524,0.275057
val,6655.tif,0.528841,22.3129,0.25848
val,6656.tif,0.593182,23.1145,0.253265
val,6657.tif,0.642011,22.6979,0.210226
val,6658.tif,0.707906,23.0723,0.258828
val,6659.tif,0.49591,20.105,0.252904
val,666.tif,0.51171,19.6181,0.333757
val,6660.tif,0.604444,22.2662,0.224969
val,6661.tif,0.667125,24.1367,0.249873
val,6662.tif,0.620893,23.1879,0.287581
val,6663.tif,0.656859,23.7772,0.265313
val,6664.tif,0.605599,23.9385,0.235087
val,6665.tif,0.620874,23.498,0.241437
val,6666.tif,0.594776,22.8658,0.255151
val,6667.tif,0.691109,22.5189,0.246545
val,6668.tif,0.64407,23.8164,0.255856
val,6669.tif,0.592676,22.736,0.225396
val,667.tif,0.585009,23.7633,0.267666
val,6670.tif,0.705653,20.2487,0.231008
val,6671.tif,0.692383,24.0757,0.209349
val,6672.tif,0.570819,23.1687,0.239013
val,6673.tif,0.634288,23.8073,0.252766
val,6674.tif,0.521808,21.7573,0.286316
val,6675.tif,0.628166,22.5269,0.263047
val,6676.tif,0.526119,20.8544,0.332007
val,6677.tif,0.555593,22.682,0.236146
val,6678.tif,0.715155,23.9516,0.245267
val,6679.tif,0.577809,23.1815,0.254038
val,668.tif,0.532921,21.9854,0.30554
val,6680.tif,0.71838,23.8727,0.215842
val,6681.tif,0.721062,24.0626,0.213646
val,6682.tif,0.710048,22.7278,0.227605
val,6683.tif,0.544105,18.9544,0.257842
val,6684.tif,0.677546,24.3486,0.212591
val,6685.tif,0.605155,22.5681,0.254994
val,6686.tif,0.51352,20.181,0.284603
val,6687.tif,0.566302,22.0414,0.269523
val,6688.tif,0.655968,24.1664,0.233542
val,6689.tif,0.790368,25.0847,0.263636
val,669.tif,0.623941,21.4859,0.255447
val,6690.tif,0.534729,21.2579,0.255347
val,6691.tif,0.479227,20.8639,0.263426
val,6692.tif,0.600028,22.647,0.262711
val,6693.tif,0.677331,22.9807,0.272106
val,6694.tif,0.499321,21.102,0.292662
val,6695.tif,0.678686,21.8901,0.284101
val,6696.tif,0.706817,23.9845,0.257653
