split,file,ssim,psnr,lpips
train,5958.tif,0.655674,23.3397,0.23278
train,5959.tif,0.637302,21.7355,0.240252
train,596.tif,0.534216,17.7858,0.309408
train,5960.tif,0.530481,21.9744,0.259804
train,5961.tif,0.681775,23.7851,0.256295
train,5962.tif,0.701834,23.416,0.215932
train,5963.tif,0.645072,23.8025,0.259255
train,5964.tif,0.71751,23.7128,0.225219
train,5965.tif,0.553446,20.6037,0.268308
train,5966.tif,0.665485,21.4661,0.258257
train,5967.tif,0.675973,22.623,0.230323
train,5968.tif,0.663061,23.9301,0.271635
train,5969.tif,0.681661,21.9713,0.254927
train,597.tif,0.509457,19.821,0.310185
train,5970.tif,0.581533,20.8769,0.31158
train,5971.tif,0.660212,22.25,0.276878
train,5972.tif,0.578093,18.9399,0.26779
train,5973.tif,0.733715,23.8754,0.235158
train,5974.tif,0.600863,22.3082,0.293392
train,5975.tif,0.605535,23.7527,0.302885
train,5976.tif,0.511437,19.0142,0.283781
train,5977.tif,0.597003,21.8965,0.23355
train,5978.tif,0.585175,22.4657,0.327107
train,5979.tif,0.495883,21.5227,0.279267
train,598.tif,0.657398,21.8461,0.324042
train,5980.tif,0.491798,21.9283,0.278856
train,5981.tif,0.629293,22.2303,0.260719
train,5982.tif,0.568763,21.8324,0.274159
train,5983.tif,0.667283,22.0736,0.226863
train,5984.tif,0.502693,20.1693,0.259084
train,5985.tif,0.556126,21.6422,0.282176
train,5986.tif,0.641294,22.5436,0.286798
train,5987.tif,0.710603,21.9442,0.247245
train,5988.tif,0.533081,22.498,0.256257
train,5989.tif,0.543589,22.4589,0.306696
train,599.tif,0.599611,21.6551,0.294304
train,5990.tif,0.656604,21.9524,0.231285
train,5991.tif,0.582335,21.3481,0.232987
train,5992.tif,0.539452,22.1922,0.23766
train,5993.tif,0.530709,19.8851,0.267703
train,5994.tif,0.625144,21.6679,0.289132
train,5995.tif,0.706593,24.3758,0.208862
train,5996.tif,0.525788,19.8971,0.271552
train,5997.tif,0.677944,22.5666,0.233556
train,5998.tif,0.578368,22.0205,0.244456
train,5999.tif,0.592537,21.9004,0.26831
train,6.tif,0.590485,20.9567,0.302206
train,60.tif,0.718641,23.1381,0.22381
train,600.tif,0.598245,21.5217,0.266823
train,6000.tif,0.556211,21.7725,0.312337
train,6001.tif,0.635287,22.998,0.226863
train,6002.tif,0.494697,20.0706,0.28771
train,6003.tif,0.648518,23.2175,0.243552
train,6004.tif,0.572668,20.0554,0.277282
train,6005.tif,0.59593,23.3432,0.263953
train,6006.tif,0.701919,23.8923,0.235036
train,6007.tif,0.662391,22.4243,0.221522
train,6008.tif,0.601716,20.2223,0.270723
train,6009.tif,0.56188,21.3263,0.270106
train,601.tif,0.463653,20.1579,0.29217
train,6010.tif,0.689112,23.6718,0.220808
train,6011.tif,0.612897,22.4793,0.272793
train,6012.tif,0.526298,19.6817,0.288296
train,6013.tif,0.57409,21.5277,0.243394
train,6014.tif,0.621824,23.3501,0.251118
train,6015.tif,0.707962,23.9382,0.247639
train,6016.tif,0.40443,18.0652,0.333341
train,6017.tif,0.671156,23.6735,0.215508
train,6018.tif,0.805008,24.9561,0.182569
train,6019.tif,0.478013,19.4605,0.296971
train,602.tif,0.475047,19.8658,0.276525
train,6020.tif,0.653298,22.4183,0.248506
train,6021.tif,0.584951,21.1863,0.255472
train,6022.tif,0.623571,22.3323,0.305269
train,6023.tif,0.623217,21.1202,0.264331
train,6024.tif,0.663052,23.8771,0.205101
train,6025.tif,0.528421,19.7701,0.23778
train,6026.tif,0.499034,18.9118,0.316868
train,6027.tif,0.606374,20.6239,0.250489
train,6028.tif,0.753794,24.1641,0.224509
train,6029.tif,0.706185,23.5762,0.203527
train,603.tif,0.545601,21.1149,0.259839
train,6030.tif,0.52489,20.3788,0.287463
train,6031.tif,0.617796,23.1732,0.279081
train,6032.tif,0.642667,21.9979,0.229086
train,6033.tif,0.60546,21.8801,0.250377
train,6034.tif,0.633688,23.1819,0.278037
train,6035.tif,0.64119,23.6989,0.214789
train,6036.tif,0.535283,19.5838,0.281465
train,6037.tif,0.627566,24.389,0.275399
train,6038.tif,0.645878,23.8826,0.225002
train,6039.tif,0.590351,21.1017,0.282767
train,604.tif,0.548666,21.0601,0.272698
train,6040.tif,0.67992,23.5614,0.300028
train,6041.tif,0.687876,22.6114,0.22137
train,6042.tif,0.615787,21.652,0.229267
train,6043.tif,0.648913,23.9644,0.24048
train,6044.tif,0.619321,22.1,0.278937
train,6045.tif,0.71825,24.3653,0.300532
train,6046.tif,0.583105,21.8729,0.238372
train,6047.tif,0.691089,22.5435,0.303183
train,6048.tif,0.664325,22.6405,0.238348
train,6049.tif,0.503487,17.2737,0.310442
train,605.tif,0.463839,19.5278,0.288786
train,6050.tif,0.614693,22.4398,0.28273
train,6051.tif,0.687882,23.9921,0.217271
train,6052.tif,0.52897,19.6946,0.294552
train,6053.tif,0.679911,24.4741,0.22516
train,6054.tif,0.620801,22.9672,0.262026
train,6055.tif,0.568945,21.1198,0.289187
train,6056.tif,0.507846,18.2353,0.309531
train,6057.tif,0.66138,23.4393,0.236371
train,6058.tif,0.626153,23.6045,0.221492
train,6059.tif,0.464802,18.8623,0.305669
train,606.tif,0.361353,18.3391,0.340262
train,6060.tif,0.527393,21.6426,0.236493
train,6061.tif,0.642309,23.2379,0.264235
train,6062.tif,0.646062,22.3453,0.243521
train,6063.tif,0.700386,24.2332,0.229971
train,6064.tif,0.647051,22.8981,0.323336
train,6065.tif,0.533804,17.6153,0.307232
train,6066.tif,0.675228,25.541,0.290211
train,6067.tif,0.545689,22.5386,0.243777
train,6068.tif,0.589544,20.1677,0.334819
train,6069.tif,0.578044,22.2602,0.273251
train,607.tif,0.477695,20.3143,0.272841
train,6070.tif,0.556648,21.2632,0.289392
train,6071.tif,0.563585,21.7302,0.2525
train,6072.tif,0.665179,24.9319,0.21557
train,6073.tif,0.516858,18.8914,0.270703
train,6074.tif,0.584246,19.784,0.260899
train,6075.tif,0.737625,23.9389,0.23214
train,6076.tif,0.592266,23.2119,0.377964
train,6077.tif,0.66413,22.7185,0.270691
train,6078.tif,0.516479,19.5538,0.267709
train,6079.tif,0.533656,21.7088,0.294369
train,608.tif,0.472946,20.8091,0.275156
train,6080.tif,0.58177,23.3788,0.234125
train,6081.tif,0.663346,24.3633,0.233704
train,6082.tif,0.701925,24.1216,0.221738
train,6083.tif,0.56011,21.5392,0.301431
train,6084.tif,0.538626,21.8039,0.324457
train,6085.tif,0.612578,21.0034,0.252825
train,6086.tif,0.65558,22.0115,0.231038
train,6087.tif,0.647999,24.6039,0.208363
train,6088.tif,0.665035,21.8887,0.243843
train,6089.tif,0.690884,25.1362,0.229236
train,609.tif,0.578579,22.1759,0.272323
train,6090.tif,0.740824,24.5023,0.214572
train,6091.tif,0.712305,23.5606,0.207094
train,6092.tif,0.695094,23.3803,0.228166
train,6093.tif,0.553624,20.3412,0.234458
train,6094.tif,0.68103,23.9046,0.214693
train,6095.tif,0.455372,20.808,0.321545
train,6096.tif,0.640269,23.5325,0.249027
train,6097.tif,0.593354,23.2137,0.23946
train,6098.tif,0.66256,20.5208,0.263454
train,6099.tif,0.483778,22.2644,0.293852
train,61.tif,0.56562,21.1587,0.318743
train,610.tif,0.458119,19.8178,0.298468
train,6100.tif,0.667592,23.7826,0.250382
train,6101.tif,0.681892,21.4793,0.241454
train,6102.tif,0.611369,22.7997,0.280987
train,6103.tif,0.553616,21.7057,0.266638
train,6104.tif,0.58669,18.5578,0.276148
train,6105.tif,0.62403,23.1435,0.256188
train,6106.tif,0.663799,23.9645,0.226972
train,6107.tif,0.508717,22.287,0.26064
train,6108.tif,0.673885,23.6766,0.221472
train,6109.tif,0.624957,21.6575,0.219228
train,611.tif,0.542173,20.7387,0.286241
train,6110.tif,0.592577,21.7032,0.295363
train,6111.tif,0.646916,23.342,0.235923
train,6112.tif,0.667236,23.1605,0.210099
train,6113.tif,0.67968,22.7338,0.247091
train,6114.tif,0.608669,21.4322,0.235628
train,6115.tif,0.515527,20.3359,0.28297
train,6116.tif,0.547211,21.6932,0.252855
train,6117.tif,0.460809,20.815,0.329292
train,6118.tif,0.519884,18.2123,0.298641
train,6119.tif,0.608727,21.725,0.263104
train,612.tif,0.479978,20.0148,0.311432
train,6120.tif,0.459479,21.9878,0.292693
train,6121.tif,0.557125,21.1825,0.249368
train,6122.tif,0.700898,23.4729,0.232247
train,6123.tif,0.656523,24.0544,0.248372
train,6124.tif,0.603384,22.775,0.280802
train,6125.tif,0.520298,19.801,0.261619
train,6126.tif,0.523133,20.5082,0.255622
train,6127.tif,0.59561,21.9908,0.257187
train,6128.tif,0.704187,21.8273,0.204615
train,6129.tif,0.581339,21.8718,0.256348
train,613.tif,0.485846,18.4787,0.274043
train,6130.tif,0.480724,22.6729,0.295324
train,6131.tif,0.465997,20.7452,0.268737
train,6132.tif,0.575741,21.9562,0.254651
train,6133.tif,0.643255,22.7976,0.227236
train,6134.tif,0.693548,24.1314,0.23431
train,6135.tif,0.670416,24.599,0.284564
train,6136.tif,0.637647,22.717,0.311324
train,6137.tif,0.545772,23.6353,0.305875
train,6138.tif,0.817208,24.7875,0.243328
train,6139.tif,0.58482,20.1657,0.290136
train,614.tif,0.53218,20.1467,0.309398
train,6140.tif,0.474738,21.8361,0.323876
train,6141.tif,0.652104,22.779,0.243217
train,6142.tif,0.650505,22.391,0.248582
train,6143.tif,0.521459,21.2254,0.269331
train,6144.tif,0.703334,23.132,0.257227
train,6145.tif,0.555129,21.8489,0.284591
train,6146.tif,0.63782,21.5386,0.255615
train,6147.tif,0.586375,22.4011,0.256892
train,6148.tif,0.637504,22.2583,0.274277
train,6149.tif,0.538906,20.021,0.315038
train,615.tif,0.567519,20.6297,0.275809
train,6150.tif,0.428122,18.6445,0.304739
train,6151.tif,0.598957,22.1484,0.260158
train,6152.tif,0.691622,24.8022,0.223411
train,6153.tif,0.648583,23.2504,0.233299
train,6154.tif,0.684072,22.9593,0.297908
train,6155.tif,0.627553,22.295,0.245907
train,6156.tif,0.597967,22.9775,0.284886
train,6157.tif,0.705027,24.2033,0.215393
train,6158.tif,0.554092,21.8066,0.314044
train,6159.tif,0.576244,21.8412,0.297574
train,616.tif,0.517055,20.176,0.337063
train,6160.tif,0.569776,22.0099,0.302839
train,6161.tif,0.571543,21.1916,0.248215
train,6162.tif,0.550892,20.5873,0.28964
train,6163.tif,0.636718,22.802,0.256939
train,6164.tif,0.664661,23.1159,0.25861
train,6165.tif,0.549085,20.648,0.2818
train,6166.tif,0.730108,24.7735,0.267068
train,6167.tif,0.656751,21.8569,0.213294
train,6168.tif,0.574233,21.6438,0.281679
train,6169.tif,0.605545,22.2181,0.240948
train,617.tif,0.572011,20.9177,0.26362
train,6170.tif,0.581342,21.3396,0.300354
train,6171.tif,0.572005,22.0442,0.241702
train,6172.tif,0.60465,23.3555,0.248434
train,6173.tif,0.594047,21.224,0.313471
train,6174.tif,0.566333,21.6135,0.267318
train,6175.tif,0.649637,20.2938,0.2802
train,6176.tif,0.662803,24.065,0.342034
train,6177.tif,0.583077,22.5937,0.243352
train,6178.tif,0.680955,23.18,0.281513
train,6179.tif,0.562852,22.1433,0.29111
train,618.tif,0.485138,20.8163,0.272597
train,6180.tif,0.718834,23.9549,0.240686
train,6181.tif,0.75387,24.3842,0.263599
train,6182.tif,0.686242,21.8195,0.270897
train,6183.tif,0.52777,19.9576,0.513921
train,6184.tif,0.49462,21.2414,0.307402
train,6185.tif,0.555085,22.6301,0.277341
train,6186.tif,0.605282,21.5311,0.240188
train,6187.tif,0.718902,24.8905,0.296666
train,6188.tif,0.659114,22.8831,0.271172
train,6189.tif,0.565989,21.5592,0.284919
train,619.tif,0.477461,20.2513,0.307937
train,6190.tif,0.603649,23.6002,0.253581
train,6191.tif,0.615869,23.4523,0.235427
train,6192.tif,0.381081,20.9848,0.445394
train,6193.tif,0.719519,23.8341,0.200219
train,6194.tif,0.561384,21.8825,0.254015
train,6195.tif,0.576934,21.7719,0.236139
train,6196.tif,0.700424,24.3613,0.308737
train,6197.tif,0.614341,20.1081,0.266763
train,6198.tif,0.618486,22.7522,0.342999
train,6199.tif,0.732933,24.4053,0.210989
train,62.tif,0.529269,19.6144,0.243034
train,620.tif,0.625587,22.3193,0.371957
train,6200.tif,0.543357,21.2258,0.265397
train,6201.tif,0.597447,20.9966,0.272166
train,6202.tif,0.674326,23.1876,0.24168
train,6203.tif,0.534405,20.308,0.279115
train,6204.tif,0.580847,22.2322,0.252112
train,6205.tif,0.659342,23.4564,0.215025
train,6206.tif,0.610294,22.3183,0.233342
train,6207.tif,0.474298,20.3974,0.308859
train,6208.tif,0.523183,19.7741,0.284543
train,6209.tif,0.543994,17.4289,0.327307
train,621.tif,0.544016,20.4813,0.26074
train,6210.tif,0.613572,22.1041,0.252984
train,6211.tif,0.54595,22.0248,0.263834
train,6212.tif,0.666776,23.9162,0.248728
train,6213.tif,0.505104,20.9882,0.260524
train,6214.tif,0.634774,22.4456,0.242692
train,6215.tif,0.673624,23.9376,0.246439
train,6216.tif,0.648291,23.0063,0.197429
train,6217.tif,0.720798,24.314,0.228175
train,6218.tif,0.60483,22.1318,0.228075
train,6219.tif,0.57916,20.6182,0.29368
train,622.tif,0.482026,20.5042,0.28621
train,6220.tif,0.554114,20.4817,0.223451
train,6221.tif,0.62002,23.014,0.22053
train,6222.tif,0.559647,22.1668,0.233942
train,6223.tif,0.6584,23.9875,0.236536
train,6224.tif,0.572897,19.5889,0.337604
train,6225.tif,0.483879,19.0942,0.293517
train,6226.tif,0.584776,19.049,0.250165
train,6227.tif,0.626457,23.4706,0.234619
train,6228.tif,0.609233,22.8503,0.264302
train,6229.tif,0.706616,23.8803,0.228833
train,623.tif,0.611283,21.656,0.267344
train,6230.tif,0.678336,22.5747,0.226036
train,6231.tif,0.593225,22.0698,0.231806
train,6232.tif,0.634157,23.1585,0.240727
train,6233.tif,0.732632,22.7672,0.241767
train,6234.tif,0.546853,22.5231,0.249635
train,6235.tif,0.683722,23.6305,0.240486
train,6236.tif,0.466119,20.3696,0.291261
train,6237.tif,0.595609,20.4602,0.273642
train,6238.tif,0.718314,24.0765,0.220174
train,6239.tif,0.581602,23.6084,0.296584
train,624.tif,0.488301,20.208,0.329374
train,6240.tif,0.623284,20.2129,0.298809
train,6241.tif,0.634954,22.0488,0.25496
train,6242.tif,0.607167,22.3128,0.252104
train,6243.tif,0.601059,23.0778,0.27212
train,6244.tif,0.536876,21.5626,0.26691
train,6245.tif,0.664265,23.9124,0.21937
train,6246.tif,0.70984,23.5517,0.246431
train,6247.tif,0.521217,20.422,0.292678
train,6248.tif,0.638237,22.1797,0.272753
train,6249.tif,0.494502,20.7109,0.29855
train,625.tif,0.539138,20.4223,0.287655
train,6250.tif,0.53388,20.9436,0.224854
train,6251.tif,0.721454,24.2542,0.21194
train,6252.tif,0.489344,21.6024,0.293467
train,6253.tif,0.622904,21.6082,0.318223
train,6254.tif,0.806367,24.5282,0.19273
train,6255.tif,0.774347,25.3796,0.187579
train,6256.tif,0.655951,21.4948,0.2725
train,6257.tif,0.581604,20.9362,0.315296
train,6258.tif,0.477661,20.7099,0.25681
train,6259.tif,0.66103,21.4651,0.23136
train,626.tif,0.529177,20.5384,0.27037
train,6260.tif,0.60209,21.7527,0.25389
train,6261.tif,0.440838,21.2995,0.305022
train,6262.tif,0.61446,21.2045,0.245112
train,6263.tif,0.517825,20.0735,0.274137
train,6264.tif,0.635088,22.0885,0.230071
train,6265.tif,0.660343,24.7003,0.208014
train,6266.tif,0.53068,21.3531,0.258726
train,6267.tif,0.722684,24.9179,0.306099
train,6268.tif,0.560753,20.686,0.255371
train,6269.tif,0.60287,21.5099,0.243581
train,627.tif,0.525076,20.5978,0.277364
train,6270.tif,0.511303,20.0429,0.304654
train,6271.tif,0.70289,24.3589,0.228073
train,6272.tif,0.753731,24.424,0.21079
train,6273.tif,0.589882,21.5598,0.325683
train,6274.tif,0.590333,22.1902,0.265033
train,6275.tif,0.558628,22.0874,0.267882
train,6276.tif,0.620265,22.2431,0.255821
train,6277.tif,0.576863,19.442,0.24876
train,6278.tif,0.599283,23.7685,0.247734
train,6279.tif,0.573607,22.8043,0.226923
train,628.tif,0.479002,19.5787,0.301477
train,6280.tif,0.58764,21.2196,0.296485
train,6281.tif,0.692697,22.7084,0.238146
train,6282.tif,0.6304,23.3591,0.211467
train,6283.tif,0.669383,22.3889,0.232994
train,6284.tif,0.66295,24.3478,0.301424
train,6285.tif,0.333675,19.3336,0.539635
train,6286.tif,0.721233,24.2592,0.239838
train,6287.tif,0.59165,22.2771,0.286398
train,6288.tif,0.647149,22.9343,0.246
train,6289.tif,0.564228,21.7808,0.289176
train,629.tif,0.435387,19.7329,0.33326
train,6290.tif,0.736777,23.3208,0.279285
train,6291.tif,0.656337,23.2101,0.237209
train,6292.tif,0.628762,22.8338,0.248738
train,6293.tif,0.585142,22.6139,0.282722
train,6294.tif,0.626031,23.303,0.253195
train,6295.tif,0.536514,22.6185,0.26462
train,6296.tif,0.644595,24.2139,0.252502
train,6297.tif,0.63832,22.5262,0.236722
train,6298.tif,0.495938,20.9572,0.298206
train,6299.tif,0.644768,22.9248,0.224495
train,63.tif,0.598985,15.2513,0.328776
train,630.tif,0.496563,20.1224,0.283769
train,6300.tif,0.804789,24.6372,0.249025
train,6301.tif,0.679701,23.4293,0.237391
train,6302.tif,0.54681,21.6056,0.289457
train,6303.tif,0.620456,23.5567,0.206763
train,6304.tif,0.54741,23.0074,0.223865
train,6305.tif,0.5735,21.9899,0.223041
train,6306.tif,0.552968,20.6083,0.256214
train,6307.tif,0.715169,24.4772,0.240849
train,6308.tif,0.724884,23.312,0.262363
train,6309.tif,0.643373,22.7393,0.229261
train,631.tif,0.541583,14.7475,0.373144
train,6310.tif,0.542589,21.4894,0.274036
train,6311.tif,0.66516,21.8472,0.25089
train,6312.tif,0.462377,20.5524,0.306165
train,6313.tif,0.558464,21.0069,0.278393
train,6314.tif,0.684116,23.1224,0.234233
train,6315.tif,0.519489,20.0153,0.279566
train,6316.tif,0.7417,23.6343,0.228054
train,6317.tif,0.372859,18.5111,0.474106
train,6318.tif,0.585233,21.8205,0.250776
train,6319.tif,0.574275,22.6386,0.219405
train,632.tif,0.521333,21.3725,0.27918
train,6320.tif,0.707328,21.22,0.250123
train,6321.tif,0.705469,24.677,0.204378
train,6322.tif,0.195071,17.998,0.547876
train,6323.tif,0.773375,23.8192,0.26109
train,6324.tif,0.537619,21.4142,0.271041
train,6325.tif,0.593387,22.4832,0.273757
train,6326.tif,0.65021,22.6251,0.246582
train,6327.tif,0.662484,22.6371,0.24929
train,6328.tif,0.599578,21.7663,0.242617
train,6329.tif,0.608589,23.2583,0.258092
train,633.tif,0.488809,19.7523,0.271093
train,6330.tif,0.698077,23.4662,0.217879
train,6331.tif,0.618558,21.7945,0.254889
train,6332.tif,0.539679,18.6849,0.288116
train,6333.tif,0.526413,21.936,0.271816
train,6334.tif,0.566332,18.7161,0.290525
train,6335.tif,0.54484,20.8019,0.266057
train,6336.tif,0.540397,22.9943,0.283993
train,6337.tif,0.618042,21.303,0.248293
train,6338.tif,0.577948,19.4459,0.246244
train,6339.tif,0.544682,21.0796,0.2942
train,634.tif,0.495644,20.3285,0.263054
train,6340.tif,0.482339,21.0247,0.255642
train,6341.tif,0.488155,20.6134,0.269872
train,6342.tif,0.558183,22.3946,0.276179
train,6343.tif,0.603929,22.4926,0.248396
train,6344.tif,0.612807,22.8007,0.25955
train,6345.tif,0.491772,20.1926,0.296681
train,6346.tif,0.582405,22.6961,0.313228
train,6347.tif,0.59504,20.8948,0.403484
train,6348.tif,0.515005,21.44,0.396704
train,6349.tif,0.613169,18.3533,0.28308
train,635.tif,0.460126,20.2366,0.292837
train,6350.tif,0.492785,21.9338,0.307141
train,6351.tif,0.575986,21.9727,0.250622
train,6352.tif,0.501,19.5724,0.281493
train,6353.tif,0.577103,22.5368,0.224757
train,6354.tif,0.631504,23.3336,0.240952
train,6355.tif,0.641112,22.6151,0.272477
train,6356.tif,0.703397,24.9788,0.216705
train,6357.tif,0.501417,20.3973,0.295359
train,6358.tif,0.701773,23.8542,0.218951
train,6359.tif,0.616605,22.7529,0.226883
train,636.tif,0.589037,22.8303,0.320318
train,6360.tif,0.576064,21.8354,0.233512
train,6361.tif,0.655558,23.8924,0.257332
train,6362.tif,0.610521,18.73,0.264997
train,6363.tif,0.554375,21.394,0.30346
train,6364.tif,0.598275,21.9447,0.224124
train,6365.tif,0.558972,21.4951,0.221919
train,6366.tif,0.730408,25.299,0.207712
train,6367.tif,0.688313,24.8048,0.222272
train,6368.tif,0.686933,24.7115,0.223143
train,6369.tif,0.678035,23.2512,0.241945
train,637.tif,0.521454,18.0326,0.305618
train,6370.tif,0.572146,22.8689,0.259167
train,6371.tif,0.549206,21.1067,0.305556
train,6372.tif,0.551,20.9532,0.271321
train,6373.tif,0.714055,23.7689,0.22052
train,6374.tif,0.629384,22.2424,0.223409
train,6375.tif,0.726137,22.5659,0.222449
train,6376.tif,0.554283,21.2814,0.259298
train,6377.tif,0.603843,22.7438,0.250592
train,6378.tif,0.668689,23.1015,0.247855
train,6379.tif,0.806401,25.1143,0.257533
train,638.tif,0.541476,20.1909,0.294456
train,6380.tif,0.580372,20.224,0.236476
train,6381.tif,0.545235,21.9206,0.290302
train,6382.tif,0.549375,22.2633,0.281807
train,6383.tif,0.69702,22.432,0.279227
train,6384.tif,0.775141,24.0924,0.268592
train,6385.tif,0.633943,24.6301,0.242725
train,6386.tif,0.586576,22.6422,0.340211
train,6387.tif,0.663084,21.4504,0.260442
train,6388.tif,0.568928,19.8888,0.274401
train,6389.tif,0.662896,23.4164,0.219536
train,639.tif,0.53059,21.0723,0.292244
train,6390.tif,0.566937,22.1293,0.248176
train,6391.tif,0.663669,23.0866,0.31721
train,6392.tif,0.63798,22.9481,0.263813
train,6393.tif,0.711551,25.2854,0.196683
train,6394.tif,0.520302,18.7326,0.2983
train,6395.tif,0.535529,21.1361,0.275755
train,6396.tif,0.669499,22.9682,0.23632
train,6397.tif,0.520106,19.6459,0.280863
train,6398.tif,0.693832,24.1503,0.23761
train,6399.tif,0.591634,21.3993,0.279778
train,64.tif,0.5905,17.4655,0.35055
train,640.tif,0.489253,19.928,0.281059
train,6400.tif,0.561899,21.1656,0.293182
train,6401.tif,0.630157,23.4321,0.243216
train,6402.tif,0.663824,22.9784,0.288989
train,6403.tif,0.619593,21.3991,0.250388
train,6404.tif,0.598326,21.378,0.257141
train,6405.tif,0.535241,20.1552,0.251058
train,6406.tif,0.695136,24.6638,0.233895
train,6407.tif,0.629221,24.5931,0.281597
train,6408.tif,0.611284,20.3602,0.246462
train,6409.tif,0.585498,21.7436,0.334072
train,641.tif,0.530376,21.1041,0.277399
train,6410.tif,0.576688,22.0234,0.340015
train,6411.tif,0.651547,23.6109,0.227031
train,6412.tif,0.640524,22.8,0.227032
train,6413.tif,0.621222,23.195,0.239993
train,6414.tif,0.538473,21.4146,0.24351
train,6415.tif,0.355586,20.4308,0.416157
train,6416.tif,0.551812,22.704,0.297709
train,6417.tif,0.530498,21.653,0.334461
train,6418.tif,0.559484,20.6812,0.261611
train,6419.tif,0.686081,22.9401,0.227767
train,642.tif,0.584732,21.4297,0.27844
train,6420.tif,0.679837,24.4315,0.198026
train,6421.tif,0.558595,21.5377,0.248615
train,6422.tif,0.551647,22.2296,0.260866
train,6423.tif,0.626878,23.4438,0.249423
train,6424.tif,0.581768,21.0981,0.300311
train,6425.tif,0.632163,20.4848,0.262338
train,6426.tif,0.570829,20.9161,0.278652
train,6427.tif,0.529173,21.4589,0.290157
train,6428.tif,0.629465,23.4484,0.241947
train,6429.tif,0.59729,24.2311,0.269463
train,643.tif,0.50364,21.3061,0.262844
train,6430.tif,0.547565,21.5813,0.259623
train,6431.tif,0.826251,23.7233,0.2907
train,6432.tif,0.781781,24.0638,0.192142
train,6433.tif,0.562942,21.4683,0.264468
train,6434.tif,0.678024,23.3414,0.240309
train,6435.tif,0.758893,24.3746,0.250229
train,6436.tif,0.613162,20.5868,0.271325
train,6437.tif,0.682171,22.144,0.223499
train,6438.tif,0.650335,19.7691,0.276637
train,6439.tif,0.523246,18.7503,0.29227
train,644.tif,0.615411,22.1933,0.253407
train,6440.tif,0.618406,22.7546,0.285212
train,6441.tif,0.613401,22.8061,0.233875
train,6442.tif,0.551125,22.3466,0.272695
train,6443.tif,0.54905,22.9651,0.257025
train,6444.tif,0.617709,22.559,0.26468
train,6445.tif,0.713633,24.9933,0.260334
train,6446.tif,0.570529,20.2345,0.304892
train,6447.tif,0.501998,21.0184,0.256963
train,6448.tif,0.702664,19.6674,0.301215
train,6449.tif,0.516455,20.928,0.325781
train,645.tif,0.494711,19.2509,0.290267
train,6450.tif,0.539362,20.2672,0.311801
train,6451.tif,0.572561,18.6349,0.349991
train,6452.tif,0.600322,22.2626,0.267834
train,6453.tif,0.69861,23.5876,0.240117
train,6454.tif,0.747066,24.0171,0.220289
train,6455.tif,0.595936,22.7049,0.250761
train,6456.tif,0.612289,22.5777,0.282551
train,6457.tif,0.625247,23.4927,0.280288
train,6458.tif,0.508595,21.3822,0.310536
train,6459.tif,0.483435,21.8897,0.329287
train,646.tif,0.459065,19.0736,0.282418
train,6460.tif,0.529669,22.1384,0.316293
train,6461.tif,0.62738,23.3067,0.309919
train,6462.tif,0.769755,23.9998,0.218752
train,6463.tif,0.505962,22.0552,0.343271
train,6464.tif,0.584565,19.2823,0.317724
train,6465.tif,0.593602,22.461,0.321575
train,6466.tif,0.553015,21.5989,0.249567
train,6467.tif,0.6186,19.9466,0.267138
train,6468.tif,0.512179,20.2028,0.377473
train,6469.tif,0.57899,20.3738,0.335748
train,647.tif,0.454196,20.1359,0.30351
train,6470.tif,0.708316,24.1045,0.277311
train,6471.tif,0.58957,21.3101,0.3659
train,6472.tif,0.575178,20.2208,0.322809
train,6473.tif,0.567324,20.6072,0.300024
train,6474.tif,0.679694,21.7598,0.2847
train,6475.tif,0.592657,22.0309,0.241827
train,6476.tif,0.623507,20.6037,0.241962
train,6477.tif,0.510008,21.6993,0.259598
train,6478.tif,0.700808,23.1121,0.361029
train,6479.tif,0.605009,21.7018,0.328735
train,648.tif,0.498793,20.331,0.297148
train,6480.tif,0.614962,20.0459,0.276608
train,6481.tif,0.556235,18.75,0.335813
train,6482.tif,0.615173,23.0452,0.325403
train,6483.tif,0.693412,22.3388,0.325
train,6484.tif,0.656311,22.0631,0.252678
train,6485.tif,0.533779,19.9653,0.27195
train,6486.tif,0.715542,25.2225,0.233881
train,6487.tif,0.493958,20.831,0.306381
train,6488.tif,0.622282,24.3197,0.24952
train,6489.tif,0.659685,22.0704,0.246948
train,649.tif,0.564502,21.6643,0.273356
train,6490.tif,0.583037,22.1966,0.235893
train,6491.tif,0.744074,24.605,0.20549
train,6492.tif,0.569712,22.8422,0.291122
train,6493.tif,0.676842,18.0898,0.337671
train,6494.tif,0.672284,22.0067,0.350981
train,6495.tif,0.64872,23.3385,0.254581
train,6496.tif,0.618638,21.6612,0.278462
train,6497.tif,0.611024,21.6469,0.28777
train,6498.tif,0.540132,21.0996,0.278138
train,6499.tif,0.577669,23.522,0.270028
train,65.tif,0.569048,19.6339,0.30308
train,650.tif,0.496104,19.0557,0.285909
train,6500.tif,0.628225,22.981,0.273368
train,6501.tif,0.561018,21.3242,0.252243
train,6502.tif,0.604211,19.4602,0.317366
train,6503.tif,0.522503,19.5511,0.359741
train,6504.tif,0.631653,22.5583,0.310987
train,6505.tif,0.62677,22.0234,0.267065
train,6506.tif,0.495123,19.7528,0.350025
train,6507.tif,0.574656,21.928,0.251157
train,6508.tif,0.59205,18.5315,0.320164
